,Company Name,Report Date,Revenue,Net Income,Earnings Per Share (EPS),Gross Profit,Operating Income (EBIT),Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Total Assets,Total Liabilities,Short-Term Debt,Long-Term Debt,Shareholders’ Equity,Dividends Paid,Number of Outstanding Shares,Guidance/Forecast,Key Performance Indicators (KPIs)
12,EQUITAL,31 במרס 2020,556000.0,368000.0,4.27,,416000.0,596000.0,-423000.0,280000.0,20740134.0,11157141.0,2505046.0,8243000.0,9992131.0,,,"נכון למועד אישור הדוח, להערכת החברה1 בשנים 2020 ו-2021 מכירות הגז הטבעי ממאגר תמר צפויות להיות נמוכות מהכמויות שנכללו בדוח תזרים המזומנים החזוי ליום 31 בדצמבר 2019 כפי שפורסם ביום 26 בפברואר 2020 (מס' אסמכתא: 2020-01-019701) ותעמודנה בטווח של BCM 7.5-8.5 לכל אחת מהשנים האמורות.",
13,ELLOMAY,June 2020,1943000.0,-1865000.0,-0.12,156000.0,-1348000.0,-514000.0,-16906000.0,31459000.0,411520000.0,225757000.0,4592000.0,44586000.0,137101000.0,,,,
14,EMILIA DEVELOPMENT,"31 במרץ, 2020",452820.0,19965.0,0.49,103591.0,34942.0,39000.0,-8000.0,-14000.0,2366793.0,1482861.0,,,883937.0,,27993774.0,,
15,FORMOLA,"May 28, 2020",466470000.0,11021000.0,0.71,103139000.0,38803000.0,,,,2133474000.0,,173889000.0,161975000.0,889785000.0,,15291806.0,"Yes, Sapiens and Magic slightly revised their annual revenue guidance for 2020.",
16,GOLDEN HOUSE,31 במרס 2020,56607000.0,31858000.0,-0.43,27288000.0,35712000.0,47483000.0,22051000.0,3663000.0,728692000.0,483906000.0,201568000.0,272463000.0,254661000.0,,15470000.0,,
17,GOLF,31 במרץ 2020,193976000.0,-34694000.0,-0.75,108183000.0,-26024000.0,48000000.0,-21000000.0,-5000000.0,1069296000.0,888460000.0,,,200165000.0,,,,
18,GAN SHMUEL,31 במרס 2020,47709000.0,385000.0,0.02,9845000.0,1110000.0,3386000.0,-1002000.0,2885000.0,131062000.0,39594000.0,,,127769000.0,,,,
19,GAON HOLDINGS,"March 31, 2020",123609000.0,6165000.0,1.43,20376000.0,12959000.0,,-78279000.0,32997000.0,839964000.0,382885000.0,143470000.0,48942000.0,245298000.0,,,"Yes. The company states, in part,  The company expects to start producing parts in the second quarter of 2020.",
20,GENERATION CAPITAL,31 במרץ 2020,108106000.0,67337000.0,0.135,,87182000.0,,-278133000.0,598779000.0,934643000.0,15367000.0,20023000.0,,919276000.0,,,,
21,GILAT,"June 3, 2020",47673000.0,-11755000.0,-0.21,8886000.0,-10765000.0,-3583000.0,-951000.0,-4096000.0,374031000.0,121454000.0,4000000.0,4000000.0,239745000.0,,55493258.0,,
22,GINEGAR,31 במרץ 2020,135024.0,5573.0,0.37,33256.0,11540.0,9930.0,-3342.0,25764.0,665857.0,219663.0,97860.0,94781.0,219663.0,,,,
23,GLOBAL KNAFAIM,31 במרץ 2020,6707000.0,-16103000.0,-0.133,2825000.0,-20370000.0,5682000.0,1705000.0,23953000.0,262103000.0,262103000.0,,75408000.0,84119000.0,-2721000.0,120668000.0,,
24,GOLD,31 במרץ 2020,32633000.0,1632000.0,0.4,27407000.0,4468000.0,8520000.0,10983000.0,-2277000.0,465906000.0,141153000.0,,,324753000.0,1610951.0,,,
25,HAMAT,31 במרץ 2020,156617.0,10726.0,0.28,65812.0,6745.0,30347.0,-47664.0,44027.0,936858.0,677149.0,,,259709.0,,,,
26,INTERCURE,31 במרץ 2020,8926000.0,-2996000.0,-0.03,1470000.0,1479000.0,-3897000.0,-6132000.0,63234000.0,240636000.0,282233000.0,,,,,103665119.0,הערכת החברה מגמת צמיחה מואצת נמשכת גם ברבעון השני,
27,ISSTA,31/03/2020,58422000.0,4451000.0,0.43,32367000.0,10391000.0,78187000.0,-58786000.0,68267000.0,1771257000.0,856102000.0,,,635873000.0,,13145000.0,"The company expects a negative impact on the results of the company’s activity in the leisure and business tourism in 2020 in comparison to the corresponding year, due to the crisis.",
28,KARDEN ISRAEL,31 במרס 2020,64551000.0,-3455000.0,-0.19,13969000.0,-1341000.0,,-2028000.0,1010000.0,543375000.0,683389000.0,,,-154428000.0,,,,
29,KNAFAIM,31 במרץ 2020,331223.0,-16712.0,,31346.0,-75208.0,,,,3670456.0,,,,49116.0,,16191.0,,
30,KAFRIT,"31 במרס, 2020",194506000.0,13499000.0,1.26,40789000.0,17265000.0,79847000.0,-23398000.0,-4519000.0,676095000.0,326060000.0,112513000.0,37003000.0,326060000.0,3000000.0,,,
31,LAPIDOTH-HELETZ - LIMITD PARTNERSHIP,31 במרץ 2020,1254000000.0,145263000.0,,,,,,,7019287000.0,4970698000.0,,,1391480000.0,,,,
32,LEVINSKI OFER,2020-06-10,29080000.0,669000.0,0.003,7467000.0,1453000.0,5241000.0,-13376000.0,25950000.0,227705000.0,215940000.0,15524000.0,19918000.0,29039000.0,,,,
33,MEGA OR,31 במרס 2020,,123542000.0,,,,,,,4632225000.0,2606166000.0,,,1639259000.0,83000.0,,צפוי התוצר להתכווץ בשיעור של 5.3%,
34,MICRONET,31 במרץ 2020,2161000.0,-4925000.0,-0.125,-1162000.0,-10311000.0,1019000.0,-424000.0,-516000.0,20772000.0,19156000.0,6818000.0,0.0,1616000.0,,,,
35,MISHORIM,31 במרץ 2020,17045000.0,-17064000.0,-0.39,12772000.0,9246000.0,3404000.0,-23623000.0,62081000.0,3031255000.0,2091648000.0,,1041350000.0,939607000.0,,,,
36,MIZRAHI TEFAHOT,31.03.2020,7306000.0,357000.0,,,,,,,284731000.0,,,,16371000.0,,,,
37,OPC ENERGY,31 במרץ 2020,312551000.0,37963000.0,0.65,84586000.0,69603000.0,82277000.0,-309535000.0,122466000.0,3494918000.0,2639143000.0,374776000.0,1740607000.0,787326000.0,0.0,50909.0,,
38,ORBIT,31.03.2020,11576000.0,135000.0,0.007,2860000.0,73000.0,2384000.0,-390000.0,-335000.0,54109000.0,30963000.0,,,30963000.0,,,"The company estimates that in 2020 there may be a non-material reduction in the volume of sales compared to the corresponding period last year, especially in new projects, and as a result there may be a decrease in the company's profitability.",
39,OPAL BALANCE,31 במרס 2020,,4798000.0,0.051,,,,-1218000.0,-27274000.0,313646000.0,157544000.0,,,157544000.0,3200000.0,,החברה מעריכה כי ברבעון השני לשנת 2020 עשויה לחול ירידה של עד כ-30% ברווח הנקי של החברה לעומת הרבעון הראשון לשנת 2020.,
40,OVERSEAS,"March 31, 2020",80021000.0,4868000.0,0.09,18567000.0,11764000.0,21513000.0,-2845000.0,-14288000.0,650390000.0,460259000.0,43888000.0,99313000.0,185239000.0,,,,
41,PLASSON INDUS,31 במרץ 2020,323931.0,25425.0,2.45,116615.0,34004.0,14320.0,-15669.0,-6223.0,1922676.0,764667.0,410215.0,159186.0,888384.0,,,"The company expects that the factors that will affect its performance in the rest of 2020 as they are expected to be reflected in its financial statements will mainly be the impact of the corona pandemic on the economies in Israel and the world, the prices of the materials that will be consumed during the year, the level of prices that will be derived from competition in the markets, the exchange rates of foreign currencies against the shekel and progress in the implementation of the strategic plan, if these are realized in practice in 2020.",
42,RAVAD,31 במרץ 2020,22694000.0,12088000.0,0.43,17173000.0,10676000.0,940826.0,-172159.0,-11886611.0,688125000.0,494122000.0,77588000.0,317801000.0,292736000.0,,,"החברה מעריכה כי יתרות המזומנים הגבוהות שברשותה, יתרת מסגרת אשראי לניצול בהיקף משמעותי לנטילת הלוואות שמשך פרעונן ארוך טווח, מחיימ יתרות החוב שניטלו, הפיזור הגאוגרפי והסקטוריאלי של נכסיה, מגוון פעילות השוכרים בנכסי הנדליין המניב שבבעלותה והתפלגות ההכנסות מהם, יאפשרו לה להתמודד בצורה נאותה עם השפעות המשבר. החברה עוקבת ומקיימת הערכה שוטפת ביחס להתפתחות המשבר, מידת חשיפתה והשפעותיו על פעילות החברה. בכוונת החברה לבחון בחודשים הקרובים באם נדרשות התאמות לאסטרטגיה העסקית שלה, בהתאם למצב המשק והשלכות אפשריות של המשך המשבר על הפעילות הכלכלית בארץ ובעולם ולמידת הפגיעה הצפויה על לקוחות החברה.",
43,RIMONI,31/03/2020,41814000.0,10728000.0,1.28,13870000.0,10390000.0,11930000.0,-706000.0,-19981000.0,211090000.0,36169000.0,29659000.0,0.0,174921000.0,0.0,8404000.0,,
44,STRAWBERRY INC,"May 27, 2020",,,,,,,,,,,,,,,,,
45,TAYA INVESTMENTS,31.3.2020,,,,,,,,,,,,,,,,,
46,PHOENIX,31 במרס 2020,,-1.0,,,,,,,3357065.0,3337071.0,,,-3500.0,,,,
47,VICTORY,31 במארס 2020,565778000.0,14469000.0,1.02,143679000.0,29093000.0,,-63137000.0,-18066000.0,1908605000.0,1083888000.0,,,282871000.0,10000000.0,14469000.0,"ישראל, כמו כן מעריכה החברה שלאחר מספר חודשים בודדים של קליטת הסניפים והשבחתם, הריווחיות בהם תהיה יותר גבוהה מהממוצע בחברה לאור הפדיון הגבוה.",
48,VILLAR,"31 במרס, 2020",476005000.0,226591000.0,12.57,250466000.0,,,-20168000.0,-765000.0,3002301000.0,831434000.0,,526392000.0,1913185000.0,,,,
49,VITANIA,31.3.2020,15432000.0,716000.0,0.15,12948000.0,9687000.0,28788000.0,-33767000.0,150355000.0,2072760000.0,797957000.0,539399000.0,735404000.0,797957000.0,30000000.0,,,
50,WATER IO,,45717000.0,-13495000.0,,32562000.0,24168000.0,7634000.0,-7290000.0,361000.0,715486000.0,479356000.0,72646000.0,303837000.0,236130000.0,230000.0,,"The company estimates the continued expansion of COVID-19 and public fear could lead to a further decrease in customer traffic, and to a decrease in the Company's revenues",
51,XTL BIO,"May 27, 2020",,27000.0,0.0,,-257000.0,,,,7269000.0,7269000.0,,,7025000.0,,514205799.0,,
52,AVROT,31 במרס 2020,37554000.0,-1697000.0,-0.01,5786000.0,692000.0,-8170000.0,-1564000.0,-28469000.0,206907000.0,149978000.0,,,55232000.0,,,,
53,AZORIM,2020 ליום 31 במרץ,283051000.0,25000000.0,0.56,59736000.0,48000000.0,81000000.0,-34000000.0,6000000.0,4189490000.0,2002768000.0,1096000000.0,,1298651000.0,,,,
54,AYALON HOLD.,31 במרס 2020,,-879000.0,,,,,-108445000.0,16000000.0,122877000.0,109039000.0,,108454000.0,13838000.0,,,,
55,EL AL,31 במרץ 2020,320771000.0,-139636000.0,-0.28,-40825000.0,-161114000.0,2348000.0,-163533000.0,39934000.0,3383132000.0,3462442000.0,2194235000.0,3059528000.0,-79310000.0,,495719000.0,,
56,EFFI CAPITAL,"31 במרץ, 2020",438121.0,43771.0,13.44,414847.0,725246.0,256100.0,-818456.0,962520.0,11162576.0,4044270.0,,5299104.0,,,,,
57,DOR ALON,31.3.2020,,,,,,,,,5277032.0,4209617.0,,,1067415.0,,,,
58,DELEK AUTOMOTIV,31 במאי 2020,1072086.0,46751.0,0.43,193773.0,167457.0,13026.0,-63153.0,188500.0,5375104.0,4065525.0,1634274.0,1105077.0,942854.0,,,לא ניתן להעריך בבירור את היקף ההשפעה של משבר הקורונה על תוצאותיה העסקיות העתידיות של החברה,
59,FIBI BANK,31 במרס 2020,,171000000.0,,,,,,,149531000000.0,128445000000.0,,,8542000000.0,,,,
60,HAMASHBIR 365,31 במרס 2020,200903000.0,-12401000.0,-0.07,86225000.0,52562000.0,,-6500000.0,-16700000.0,1409165000.0,1038530000.0,71000.0,888938000.0,29100000.0,,174845000.0,,
61,HAREL,31 במרץ 2020,151451000.0,-4898000.0,,,,,,,4761273000.0,4761273000.0,,4484611000.0,-13276000.0,,,,
62,HIRON,31 במרץ 2020,31040000.0,5741000.0,,20100000.0,8297000.0,,-125909000.0,-3977000.0,1045931000.0,319427000.0,141988000.0,147003000.0,726504000.0,4938350.0,,"החברה מעריכה כי איתנותה הפיננסית, ומצב נכסיה, יאפשרו לה להתמודד בצורה נאותה עם השפעות המשבר, לרבות השפעות עתידיות, ככל שתתרחשנה. בנוסף, להערכת החברה, מסגרות האשראי שלה יאפשרו לה לממן את המשך פעילותה ואת עמידתה בהתחייבויותיה.",
63,TIV TAAM,"31 במרץ, 2020",361707000.0,7352000.0,0.07,112900000.0,16716000.0,,-5867000.0,66991000.0,1018737000.0,336715000.0,227259.0,116628000.0,133614000.0,-4000000.0,,,
64,DIMRI,31 במרץ 2020,231081000.0,48268000.0,,58904000.0,,-37673.0,-22276.0,501718000.0,3189488000.0,1229103000.0,739461000.0,,1237378000.0,15000000.0,,,
65,EXPORT INVESTMENT,31 במרץ 2020,,15600000.0,0.78,,15600000.0,,-327249000.0,568007000.0,14536126000.0,13736693000.0,,,789258000.0,,,,
66,ISRAS,31 במרץ 2020,104695000.0,59441000.0,10.24,89372000.0,77411000.0,,-65010000.0,-34085000.0,7383409000.0,3510200000.0,307705000.0,2143336000.0,3368786000.0,43231000.0,,,
67,COHEN DEVELOPMENT,2020 ליום 31 במרס,3359000.0,-5058000.0,-0.77,,3171000.0,2587000.0,159000.0,-7500000.0,19210000.0,7791000.0,,,11419000.0,5000000.0,,"למכירות הגז הטבעי (100%) בשנים 2020 ו- 2021 מפרויקט (Proved + Probable Reserves), עשויות מכירות הגז הטבעי",
68,CLAL INSURANCE,31 במרס 2020,,-483000.0,,,,,,,110545146.0,,,,5219865.0,,,,
69,YOCHANANOF,"31 במרץ, 2020",765611000.0,26268000.0,2.07,197003000.0,57945000.0,23011000.0,-35467000.0,-16870000.0,2289246000.0,1991567000.0,586319000.0,901034000.0,711360000.0,23000000.0,,,
70,MIGDAL INSURANCE,31 במרס 2020,169552000.0,-901000.0,,,,,,-268695000.0,4629334000.0,4633475000.0,,4849783000.0,-4141000.0,,,,
71,MENDELSON INFRASTRUCTURE,"31 במרץ, 2020",203481000.0,7177000.0,0.164,51510000.0,11619000.0,26356000.0,-1010000.0,-14947000.0,792232000.0,473837000.0,73149000.0,152000000.0,318395000.0,,,,
72,MENORA MIVTAHIM HOLDINGS,31 במרס 2020,48823000.0,-745000.0,-0.98,,,-173000.0,-136000.0,,1402087000.0,1402395000.0,,1344339000.0,-3160000.0,120000.0,,"The forecast is that the Israeli economy will contract by 5.3% in 2020, and in 2021 the economy is expected to grow by 8.7%.",
73,MENIVIM REIT,31 במרץ 2020,1687285000.0,-25227000.0,,,,21974000.0,-752735000.0,512213000.0,1687285000.0,739216000.0,33190000.0,659177000.0,948069000.0,12000000.0,,"אומדן ה-NOI הצפוי מהפעלת הנכסים הקיימים לשנת 2020 הינו כ-101,000,000-103,000,000 שייח. אומדן ה-FFO הריאלי הצפוי מהפעלת אותם נכסים לשנת 2020 הינו כ-72,000,000-74,000,000 שייח. כמו כן צופה החברה, כי תחלק דיבידנד בסך של כ-45,000,000-50,000,000 שייח בגין שנת 2020. ה-NOI השנתי הצפוי מנכסי החברה בתפוסה מלאה הינו כ-110,000,000-112,000,000 שייח, ה-FFO הצפוי בהתאם הינו כ-81,000,000-83,000,000 שייח.",
74,LEVINSTEIN ENGINEERING,31 במרס 2020,,115985000.0,2.95,,146100000.0,,-32537000.0,41461000.0,2510713000.0,776591000.0,,,1042766000.0,14402000.0,,,
75,SUMMIT,31 במרץ 2020,106400000.0,36833000.0,0.49,94088000.0,45815000.0,,50381000.0,159000.0,8548916000.0,4802824000.0,,,3250649000.0,,68487000.0,,
76,SUNY COMMUNICATION,31 במרץ 2020,221577000.0,12216000.0,0.06,24749000.0,10603000.0,10889.0,-1409000.0,1830000.0,481069000.0,253141000.0,,,253141000.0,,217233000.0,החברה מעריכה כי היקף המכירות ברבעון השני ושיעורי הרווחיות הגולמית יהיו נמוכים בהשוואה לרבעון השני אשתקד. החברה צופה חזרה הדרגתית לפעילות ברבעון שלישי וברבעון רביעי בשנת 2020.,
77,AZRIELI GROUP,31 במרץ 2020,,93000000.0,0.77,,,,,,34496000000.0,,,,18162000000.0,300000000.0,121272760.0,,
78,LUZON RONSON,31 במרס 2020,300694000.0,40150000.0,0.088,67924000.0,49265000.0,,-4000000.0,-8000000.0,1600984000.0,1238498000.0,280776000.0,3083063000.0,796831000.0,,,,
79,DIRECT FINANCE,31 במרץ 2020,19164000.0,2813000.0,0.17,10017000.0,3380000.0,3618000.0,-13941000.0,3534000.0,138353000.0,107309000.0,4051000.0,0.0,101082000.0,,,,
80,CASTRO,31 במרץ 2020,284259000.0,-87347000.0,-10.4,150654000.0,-83019000.0,,113223000.0,-25642000.0,2017234000.0,921848000.0,,,1052461000.0,,,,
81,RATIO PETROL PARTICIPATION UNIT,"2020, 31 במאי",,,,,,,,,408501000.0,408473000.0,,395832000.0,28000.0,,,"מידע צופה פני עתיד כמשמעותו בסעיף 32א חוק ניירות ערך, התשכ""ח-1968",
82,SHANIV,31 במרץ 2020,145907000.0,10805000.0,0.17,50736000.0,21509000.0,,-13891000.0,10843000.0,614078000.0,320611000.0,156604000.0,8690000.0,246042000.0,2000000.0,61557010.0,,
83,ISRAEL SHIPYARD,"31 במרס, 2020",185503.0,21114.0,,42921.0,30499.0,144359.0,-28514.0,-42214.0,948222.0,948222.0,,,388770.0,17030.0,,,
84,TEFRON,31 במרץ 2020,155383000.0,-1710000.0,-0.14,27209000.0,1164000.0,,-372000.0,2967000.0,82659000.0,50802000.0,50802000.0,6509000.0,22279000.0,,,The company estimates a drop of -20% in sales during 2020.,
