,Company Name,Report Date,Revenue,Net Income,Earnings Per Share (EPS),Gross Profit,Operating Income (EBIT),Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Total Assets,Total Liabilities,Short-Term Debt,Long-Term Debt,Shareholders’ Equity,Dividends Paid,Number of Outstanding Shares,Guidance/Forecast,Key Performance Indicators (KPIs)
32,AZRIELI GROUP,2024-06-30,781000000.0,156000000.0,12.13,553000000.0,475000000.0,,,,52840000000.0,,,20026000000.0,,,121273000.0,,
33,B COMMUNICATIONS,2024-06-30,2192000000.0,54000000.0,1.02,,436000000.0,,,,17590000000.0,,,8771000000.0,,,104162000.0,,
34,BIG,2024-06-30,614857000.0,290290000.0,58.61,426475000.0,358054000.0,,,,37811990000.0,,,17736164000.0,,,24673900.0,,
35,BIOLIGHT,2024-06-30,,,-1.53,,,,,,35787000.0,,,,,,4657840.0,,
36,BLITZ-MOTORS,2024-06-30,,,,,,,,,11240000.0,,,,,,1614120.0,,
37,BLUE SQUARE REAL ESTATE,2024-06-30,162263000.0,113327000.0,53.53,115083000.0,97576000.0,,,,9963406000.0,,,4048585000.0,,,12199200.0,,
38,BONUS BIOGROUP,2024-06-30,0.0,-7054000.0,-0.04,,-7211000.0,,,,32017000.0,,,,,,1167929984.0,,
39,BRAINSWAY,2024-06-30,10005000.0,600000.0,0.35,7537000.0,586000.0,,,,65631000.0,,,,,,37738500.0,,
40,BULIGO,2024-06-30,5106000.0,1459000.0,0.2,,2975000.0,,,,68979000.0,,,,,,56039400.0,,
41,C-LAB,2024-06-30,,,0.14,,,,,,,,,,,,8480480.0,,
42,CAMTEK,2024-06-30,102591000.0,27964000.0,9.43,51240000.0,25885000.0,,,,796175000.0,,,197378000.0,,,45594500.0,,
43,CAPITAL POINT,2024-06-30,,,-0.18,,,,,,137936000.0,,,,,,133581000.0,,
44,CARASSO MOTORS,2024-06-30,1391634000.0,60112000.0,2.92,259423000.0,140522000.0,,,,7461755000.0,,,1904105000.0,,,90387800.0,,
45,CARASSO REAL ESTATE,2024-06-30,199069000.0,70462000.0,2.2,133760000.0,115322000.0,,,,3965339000.0,,,1671286000.0,,,54159000.0,,
46,CARMEL CORP,2024-06-30,240416000.0,32217000.0,2.85,108655000.0,31761000.0,,,,981049000.0,,,0.0,,,32467500.0,,
47,CARMIT,2024-06-30,,,-0.26,,,,,,256415000.0,,,62765000.0,,,5586610.0,,
48,CASTRO,2024-06-30,537646000.0,56810000.0,16.41,329927000.0,89905000.0,,,,2129890000.0,,,30000000.0,,,8552200.0,,
49,CELLCOM,2024-06-30,1100000000.0,55000000.0,1.04,358000000.0,106000000.0,,,,6670000000.0,,,1527000000.0,,,166615008.0,,
50,CIPIA VISION,2024-06-30,,,,,,,,,,,,,,,182434000.0,,
51,CLAL BIOTECH,2024-06-30,,,-0.4,,,,,,107320000.0,,,18265000.0,,,156846000.0,,
52,CLAL INSURANCE,2024-06-30,4332000000.0,214000000.0,9.03,,,,,,164584000000.0,,,,,,79523200.0,,
53,COFIX GROUP,2024-06-30,74317000.0,-15000.0,-0.13,22939000.0,1852000.0,,,,213396000.0,,,10216000.0,,,31270700.0,,
54,COMPUGEN,2024-06-30,6702000.0,-2123000.0,-0.62,5150000.0,-3412000.0,,,,110167000.0,,,,,,93513000.0,,
55,DAN HOTELS,2024-06-30,395220000.0,23473000.0,0.7,122002000.0,36262000.0,,,,2438494000.0,,,132469000.0,,,115599000.0,,
56,DANYA CEBUS,2024-06-30,1405787000.0,42202000.0,5.44,60480000.0,44348000.0,,,,2584418000.0,,,,,,31510200.0,,
57,DELEK GROUP,2024-06-30,2523000000.0,382000000.0,73.08,1039000000.0,953000000.0,,,,45246000000.0,,,11971000000.0,,,18288100.0,,
58,DELTA GALIL,2024-06-30,471426000.0,19288000.0,12.82,197390000.0,37848000.0,,,,1844756000.0,,,226038000.0,,,26090200.0,,
59,DELTA BRANDS,2024-06-30,262515000.0,34401000.0,6.35,168698000.0,48096000.0,,,,1176468000.0,,,,,,25021500.0,,
60,DIPLOMAT HOLDINGS,2024-06-30,862527000.0,56226000.0,4.06,182234000.0,35550000.0,,,,1867699000.0,,,108832000.0,,,27437100.0,,
61,DISCOUNT INVESTMENTS,2024-06-30,200000000.0,64000000.0,0.1,170000000.0,144000000.0,,,,23387000000.0,,,10010000000.0,,,141523008.0,,
62,DORSEL HOLDINGS,2024-06-30,21399000.0,11372000.0,2.97,,16003000.0,,,,1186575000.0,,,407674000.0,,,22553500.0,,
63,SHOHAM BUSINESS,2024-06-30,,,0.747,,,,,,,,,,,,37522700.0,,
64,EL AL,2024-06-30,629800000.0,58200000.0,4.6,123100000.0,89400000.0,,,,4000000000.0,,,770100000.0,,,522470016.0,,
65,ELBIT SYSTEMS,2024-06-30,1626157000.0,78365000.0,27.9,389685000.0,116483000.0,,,,10519587000.0,,,300487000.0,,,44700100.0,,
66,ELCO,2024-06-30,4919599000.0,-53620000.0,-3.91,726789000.0,99777000.0,,,,25378406000.0,,,5497942000.0,,,26931000.0,,
67,ELDAV,2024-06-30,370699000.0,124937000.0,1.28,78798000.0,61347000.0,,,,4475288000.0,,,290786000.0,,,282280000.0,,
68,ELECTRA CONSUMER PRODUCTS,2024-06-30,1766375000.0,106000.0,3.33,519105000.0,58260000.0,,,,8122656000.0,,,1050325000.0,,,23218000.0,,
69,ELECTRA REAL ESTATE,2024-06-30,-18511000.0,-27901000.0,-5.92,-19356000.0,-20706000.0,,,,734488000.0,,,136876000.0,,,63361200.0,,
70,ELECTREON,2024-06-30,10134000.0,-18163000.0,-6.8,2683000.0,-18622000.0,,,,175549000.0,,,,,,13244100.0,,
71,ELLOMAY,2024-06-30,11213000.0,2179000.0,-2.43,2077000.0,-203000.0,,,,634782000.0,,,391940000.0,,,12852600.0,,
72,ELSPEC,2024-06-30,,,0.65,,,,,,113053000.0,,,1312000.0,,,19423300.0,,
73,ENERGEAN,2024-06-30,376127000.0,8627000.0,2.42,175823000.0,160826000.0,,,,5868175000.0,,,3141525000.0,,,184280992.0,,
74,ENLIVEX,2024-06-30,0.0,-3096000.0,-2.84,,-2986000.0,,,,31902000.0,,,,,,23651000.0,,
75,EPITOMEE MEDICAL,2024-06-30,,,-0.19,,,,,,35358000.0,,,,,,29816200.0,,
76,EQUITAL,2024-06-30,903854000.0,81737000.0,15.0,516956000.0,375689000.0,,,,24627273000.0,,,6417334000.0,,,36891000.0,,
77,EVOGENE,2024-06-30,914000.0,-5419000.0,-11.26,377000.0,-6102000.0,,,,40968000.0,,,10392000.0,,,6795590.0,,
78,FMS,2024-06-30,26806000.0,8175000.0,18.31,10880000.0,8991000.0,,,,172549000.0,,,,,,9194940.0,,
79,FATAL HOLDINGS,2024-06-30,1986825000.0,124788000.0,16.88,987505000.0,468854000.0,,,,27889890000.0,,,5637769000.0,,,16463100.0,,
80,FLYING SPARK,2024-06-30,,,-1.432,,,,,,,,,,,,,,
81,FORESIGHT,2024-06-30,123000.0,-3172000.0,-0.08,85000.0,-3201000.0,,,,15414000.0,,,,,,578924032.0,,
82,FORMOLA,2024-06-30,667680000.0,18839000.0,19.84,166446000.0,65039000.0,,,,2702616000.0,,,258001000.0,,,15332700.0,,
83,G CITY,2024-06-30,632000000.0,329000000.0,0.28,438000000.0,367000000.0,,,,38811000000.0,,,20870000000.0,,,199092000.0,,
84,WILLY FOOD INTERNATIONAL,2024-06-30,146658000.0,6847000.0,5.07,45924000.0,9644000.0,,,,645482000.0,,,,,,13867000.0,,
85,GAV YAM,2024-06-30,196744000.0,262683000.0,2.19,170123000.0,156704000.0,,,,15900608000.0,,,5731609000.0,,,220272992.0,,
86,GEFFEN RESIDENCE & RENEWAL,2024-06-30,,,-0.02,,,,,,104461000.0,,,45535000.0,,,218124000.0,,
87,GENCELL,2024-06-30,,,-0.7,,,,,,41751000.0,,,,,,110827000.0,,
88,GENERATION CAPITAL,2024-06-30,10143000.0,3285000.0,0.07,4129000.0,33772000.0,,,,4217735000.0,,,1651942000.0,,,1269959936.0,,
89,GILAT,2024-06-30,76631000.0,1302000.0,1.71,26573000.0,2791000.0,,,,416929000.0,,,2000000.0,,,57064400.0,,
90,GILAT TELECOM,2024-06-30,18123000.0,674000.0,0.09,4069000.0,1327000.0,,,,58027000.0,,,106000.0,,,86069104.0,,
91,GLOBAL KNAFAIM,2024-06-30,2527000.0,624000.0,0.15,1549000.0,989000.0,,,,122812000.0,,,59142000.0,,,162060992.0,,
92,GLOBRANDS,2024-06-30,200777000.0,18866000.0,58.54,58603000.0,27640000.0,,,,451510000.0,,,8545000.0,,,1229000.0,,
93,GOLDEN HOUSE,2024-06-30,9090000.0,816000.0,0.27,3171000.0,-438000.0,,,,607460000.0,,,62957000.0,,,15516600.0,,
94,GRACE BREEDING,2024-06-30,,,,,,,,,,,,,,,,,
95,GROUP 107,2024-06-30,,,-0.715,,,,,,,,,,,,17348800.0,,
96,HAGAG,2024-06-30,113356000.0,4087000.0,1.35,51916000.0,33876000.0,,,,3916630000.0,,,555664000.0,,,62036800.0,,
97,HAMASHBIR 365,2024-06-30,,,0.104,,,,,,,,,,,,174850000.0,,
98,HAMAT,2024-06-30,204570000.0,-2750000.0,0.28,82132000.0,34000.0,,,,1511190000.0,,,50621000.0,,,36643800.0,,
99,HIGHCON SYSTEMS,2024-06-30,,,-2.45,,,,,,27937000.0,,,2821000.0,,,21881800.0,,
100,HILAN,2024-06-30,670224000.0,58739000.0,10.49,154569000.0,79138000.0,,,,2487935000.0,,,40000000.0,,,22947700.0,,
101,HIPER GLOBAL,2024-06-30,61060000.0,2883000.0,1.27,10324000.0,5029000.0,,,,171545000.0,,,5245000.0,,,47119300.0,,
102,HIVE 2040 PARTICIPATION UNIT,2024-06-30,,,,,,,,,,,,,,,3209900.0,,
103,HOLMES PLACE,2024-06-30,135009000.0,9893000.0,0.51,36962000.0,24299000.0,,,,1325489000.0,,,51313000.0,,,91790000.0,,
104,HOMEBIOGAS,2024-06-30,,,-1.52,,,,,,14418000.0,,,31000.0,,,24045400.0,,
105,HUMAN XT,2024-06-30,,,-0.86,,,,,,20552000.0,,,,,,26756000.0,,
106,IDENTI,2024-06-30,,,-18.781,,,,,,,,,,,,12603000.0,,
107,IDOMOO,2024-06-30,,,-1.91,,,,,,5861000.0,,,0.0,,,12726800.0,,
108,ILEX MEDICAL,2024-06-30,218853000.0,5487000.0,4.09,50729000.0,10329000.0,,,,997717000.0,,,104000.0,,,11188100.0,,
109,INROM CONSTRUCTION INDUSTRIES,2024-06-30,257609000.0,19124000.0,0.75,73764000.0,5123000.0,,,,1915065000.0,,,48000000.0,,,148350000.0,,
110,INTERCURE,2024-06-30,,,-1.44,,,,,,,,,,,,47162700.0,,
111,PETROCHEMICAL,2024-06-30,,,,,,,,,,,,,,,100268000.0,,
112,ISRAEL SHIPYARD,2024-06-30,301845000.0,18736000.0,2.62,40591000.0,12128000.0,,,,1701231000.0,,,128273000.0,,,25000000.0,,
113,ISRAIR GROUP,2024-06-30,89287000.0,7374000.0,0.31,17651000.0,7315000.0,,,,367724000.0,,,56281000.0,,,261399008.0,,
114,ISROTEL,2024-06-30,519087000.0,85022000.0,5.39,183600000.0,118335000.0,,,,4430732000.0,,,333587000.0,,,59582300.0,,
115,ISSTA,2024-06-30,91367000.0,24337000.0,5.73,52459000.0,20318000.0,,,,3761293000.0,,,950533000.0,,,17275700.0,,
116,JUNGO,2024-06-30,,,,,,,,,,,,,,,10200600.0,,
117,KAFRIT,2024-06-30,350758000.0,20536000.0,2.92,81409000.0,36580000.0,,,,1220940000.0,,,126228000.0,,,24037200.0,,
118,KAMADA,2024-06-30,42472000.0,4426000.0,0.97,18951000.0,5640000.0,,,,351038000.0,,,,,,57505000.0,,
119,KENON,2024-06-30,181000000.0,112000000.0,1.21,30000000.0,9000000.0,,,,3994000000.0,,,1358000000.0,,,52150200.0,,
120,KEYSTONE INFRA,2024-06-30,0.0,-35797000.0,1.1,-8703000.0,-10641000.0,,,,3094424000.0,,,634125000.0,,,187192000.0,,
121,KLIL,2024-06-30,68315000.0,1460000.0,2.97,10742000.0,-1439000.0,,,,472467000.0,,,,,,2219350.0,,
122,LAHAV,2024-06-30,107800000.0,62244000.0,0.61,107520000.0,6830000.0,,,,2311635000.0,,,795418000.0,,,267534000.0,,
123,LESICO,2024-06-30,,,-0.137,,,,,,,,,,,,50943400.0,,
124,LIBRA,2024-06-30,,,-0.024,,,,,,,,,,,,45222300.0,,
125,LINEAGE THERAPY,2024-06-30,1408000.0,-5760000.0,-0.35,1364000.0,-5867000.0,,,,102802000.0,,,,,,228356000.0,,
126,LIVEPERSON,2024-06-30,79875000.0,41795000.0,-5.88,58663000.0,-17775000.0,,,,703768000.0,,,468666000.0,,,91314000.0,,
127,MLRN,2024-06-30,,,1.434,,,,,,,,,,,,29790700.0,,
128,MAGIC,2024-06-30,136250000.0,9118000.0,2.92,38843000.0,15161000.0,,,,526964000.0,,,38968000.0,,,49099300.0,,
129,MATRICELF,2024-06-30,,,,,,,,,,,,,,,16157900.0,,
130,MATRIX,2024-06-30,1332732000.0,69495000.0,4.29,201786000.0,111255000.0,,,,3929333000.0,,,370528000.0,,,63611000.0,,
131,MAX STOCK,2024-06-30,316860000.0,25792000.0,0.78,132051000.0,44090000.0,,,,1204994000.0,,,12162000.0,,,139507008.0,,
132,MAYTRONICS,2024-06-30,607170000.0,42108000.0,-0.31,247577000.0,73353000.0,,,,2238363000.0,,,275385000.0,,,109742000.0,,
133,MEHADRIN,2024-06-30,212215000.0,-55448000.0,-22.79,-31885000.0,-41374000.0,,,,1128086000.0,,,16221000.0,,,3442350.0,,
134,MELISRON,2024-06-30,495000000.0,359000000.0,32.23,378000000.0,356000000.0,,,,27983000000.0,,,11091000000.0,,,47583800.0,,
135,MENDELSON INFRASTRUCTURE,2024-06-30,227404000.0,8109000.0,1.21,62376000.0,15750000.0,,,,959441000.0,,,58302000.0,,,39620100.0,,
136,MICRONET,2024-06-30,,,-0.9,,,,,,18264000.0,,,,,,9379460.0,,
137,MIRLAND DEVELOPMENT CORPORATION,2024-06-30,,,,,,,,,,,,,,,9434300.0,,
138,MIZRAHI TEFAHOT,2024-06-30,3835000000.0,1452000000.0,21.02,,,,,,461684000000.0,,,,,,259168992.0,,
139,SPUNTECH,2024-06-30,167656000.0,4584000.0,0.22,26883000.0,10062000.0,,,,663142000.0,,,58963000.0,,,66413700.0,,
140,NICE,2024-06-30,664400000.0,115785000.0,26.36,439617000.0,128824000.0,,,,5051819000.0,,,457930000.0,,,63249800.0,,
141,NAPHTHA,2024-06-30,583796000.0,59645000.0,3.55,306335000.0,179386000.0,,,,6092029000.0,,,862581000.0,,,94689400.0,,
142,NAYAX,2024-06-30,78087000.0,-3013000.0,-0.61,34588000.0,1157000.0,,,,434688000.0,,,36179000.0,,,36725800.0,,
143,NETANEL GROUP,2024-06-30,22987000.0,-5240000.0,-0.34,6556000.0,1101000.0,,,,1634306000.0,,,469148000.0,,,28226300.0,,
144,NETANEL MENIVIM,2024-06-30,,,,,,,,,,,,,,,44084400.0,,
145,NEXTFERM,2024-06-30,,,-0.39,,,,,,8412000.0,,,,,,6261610.0,,
146,NEXTAGE,2024-06-30,,,-0.1,,,,,,650000.0,,,36000.0,,,33697200.0,,
147,NEXTCOM,2024-06-30,98641000.0,-1375000.0,0.61,10419000.0,4562000.0,,,,343054000.0,,,68759000.0,,,14290900.0,,
148,NEXTGEN,2024-06-30,,,-0.58,,,,,,822000.0,,,,,,7263380.0,,
149,NISSAN,2024-06-30,167656000.0,2620000.0,0.87,26883000.0,9468000.0,,,,729492000.0,,,58963000.0,,,9083520.0,,
150,NOVA,2024-06-30,156858000.0,45142000.0,22.4,92561000.0,45618000.0,,,,1246996000.0,,,,,,29279000.0,,
151,NOVOLOG,2024-06-30,427967000.0,13253000.0,0.08,43527000.0,17087000.0,,,,2827683000.0,,,0.0,,,510841984.0,,
152,NUR,2024-06-30,,,,,,,,,,,,,,,5573000.0,,
153,OPC ENERGY,2024-06-30,673000000.0,-16000000.0,0.46,111000000.0,43000000.0,,,,12935000000.0,,,5105000000.0,,,255720992.0,,
154,OPKO HEALTH,2024-06-30,182186000.0,-10305000.0,-0.31,51653000.0,-61670000.0,,,,1979871000.0,,,179618000.0,,,792988032.0,,
155,ORAD,2024-06-30,,,0.054,,,,,,,,,,,,93305800.0,,
156,ORAMED PHARM,2024-06-30,0.0,9212000.0,-1.87,,-3135000.0,,,,184223000.0,,,,,,40850500.0,,
157,ORMAT TECHNOLOGY,2024-06-30,212963000.0,22243000.0,7.95,61386000.0,37463000.0,,,,5506802000.0,,,2024198000.0,,,60610100.0,,
158,OVERSEAS,2024-06-30,,,0.419,,,,,,,,,,,,55011500.0,,
159,PALRAM,2024-06-30,494374000.0,65808000.0,9.01,201827000.0,84482000.0,,,,1814949000.0,,,0.0,,,25725500.0,,
160,PARTNER,2024-06-30,823000000.0,57000000.0,1.48,212000000.0,80000000.0,,,,4607000000.0,,,790000000.0,,,186418000.0,,
161,PENINSULA GROUP,2024-06-30,29883000.0,11075000.0,0.23,,,,,,1533809000.0,,,,,,222411008.0,,
162,PERION NETWORK,2024-06-30,108691000.0,-6209000.0,0.97,38459000.0,-4473000.0,,,,937109000.0,,,,,,45037200.0,,
163,PHOTOMYNE,2024-06-30,,,-2.51,,,,,,,,,,,,2665660.0,,
164,PLASTO CARGAL,2024-06-30,,,-0.733,,,,,,,,,,,,4391020.0,,
165,POMVOM,2024-06-30,,,-1.045,,,,,,,,,,,,28880600.0,,
166,PRASHKOVSKY,2024-06-30,153829000.0,88124000.0,10.01,43285000.0,30150000.0,,,,5270550000.0,,,787640000.0,,,21068600.0,,
167,PRIORTECH,2024-06-30,194000.0,8547000.0,10.87,,-114000.0,,,,308323000.0,,,63629000.0,,,11691000.0,,
168,PROPDO,2024-06-30,,,,,,,,,,,,,,,5736150.0,,
169,PULSENMORE,2024-06-30,,,-0.72,,,,,,161711000.0,,,,,,50477700.0,,
170,PURPLE BIOTECH,2024-06-30,0.0,-2405000.0,-0.97,,-3256000.0,,,,36065000.0,,,,,,529640000.0,,
171,QUALITAU,2024-06-30,,,11.75,,,,,,51178000.0,,,,,,4365160.0,,
172,QUICKLIZARD,2024-06-30,,,-6.895,,,,,,,,,,,,3729070.0,,
173,RSL,2024-06-30,,,0.026,,,,,,,,,,,,10122700.0,,
174,RANI ZIM,2024-06-30,46110000.0,-50000.0,0.47,28078000.0,13135000.0,,,,2983268000.0,,,1113820000.0,,,174942000.0,,
175,RAVAD,2024-06-30,,,-0.137,,,,,,,,,,,,26170800.0,,
176,RAVAL,2024-06-30,54862000.0,881000.0,0.22,10552000.0,2156000.0,,,,214166000.0,,,13756000.0,,,82033600.0,,
177,RAY TLV GROUP,2024-06-30,,,,,,,,,,,,,,,7565300.0,,
178,RAZOR LABS,2024-06-30,,,-0.39,,,,,,73257000.0,,,,,,39360400.0,,
179,REIT 1,2024-06-30,107676000.0,38512000.0,1.5,102845000.0,87868000.0,,,,8242786000.0,,,3125878000.0,,,194824000.0,,
180,REKAH,2024-06-30,68690000.0,11999000.0,0.54,13616000.0,-4903000.0,,,,451832000.0,,,65305000.0,,,11414600.0,,
181,RETAILORS,2024-06-30,616453000.0,23229000.0,2.31,312250000.0,47953000.0,,,,3031238000.0,,,105000000.0,,,48564800.0,,
182,RIMONI,2024-06-30,47756000.0,12791000.0,4.91,16137000.0,12349000.0,,,,242977000.0,,,,,,8404000.0,,
183,STG,2024-06-30,81930000.0,43355000.0,0.758,63231000.0,54318000.0,,,,4721012000.0,,,364714000.0,,,4789390.0,,
184,SAPIENS,2024-06-30,136800000.0,18617000.0,5.03,60104000.0,21883000.0,,,,667537000.0,,,19768000.0,,,55887200.0,,
185,SARINE TECHNOLOGIES,2024-06-30,16456000.0,3043000.0,-1.05,6463000.0,3024000.0,,,,8412000.0,,,11970000.0,,,13007600.0,,
186,SAVERONE,2024-06-30,,,-0.3,,,,,,22039000.0,,,,,,741152000.0,,
187,SAVOREAT,2024-06-30,,,-6.798,,,,,,,,,,,,2193290.0,,
188,SCODIX,2024-06-30,,,-1.396,,,,,,,,,,,,30037500.0,,
189,SELLA REAL ESTATE,2024-06-30,92600000.0,17200000.0,0.95,82700000.0,72900000.0,,,,5727099000.0,,,2759186000.0,,,223128992.0,,
190,SHAGRIR,2024-06-30,85462000.0,1156000.0,1.34,17715000.0,5001000.0,,,,479516000.0,,,66505000.0,,,10398500.0,,
191,SHAPIR ENGINEERING,2024-06-30,1187000000.0,12000000.0,0.49,161000000.0,79000000.0,,,,15270000000.0,,,6174000000.0,,,357436000.0,,
192,SHUFERSAL,2024-06-30,3996000000.0,165000000.0,2.47,1138000000.0,262000000.0,,,,15157000000.0,,,2028000000.0,,,266470000.0,,
193,SKYLINE,2024-06-30,,,-8.48,,,,,,,,,,,,16700500.0,,
194,SONOVIA,2024-06-30,,,-0.092,,,,,,,,,,,,,,
195,SPEEDVALUE,2024-06-30,,,0.065,,,,,,,,,,,,15321400.0,,
196,SPRING,2024-06-30,,,6.25,,,,,,,,,,,,8419880.0,,
197,STRAUSS GROUP,2024-06-30,1701000000.0,82000000.0,5.35,583000000.0,110000000.0,,,,8666000000.0,,,1564000000.0,,,116577000.0,,
198,TADIRAN GROUP,2024-06-30,445066000.0,506000.0,1.78,87821000.0,23613000.0,,,,1710423000.0,,,193917000.0,,,8586000.0,,
199,TAMAR PETROLIUM,2024-06-30,71019000.0,10906000.0,2.57,22572000.0,21741000.0,,,,1234945000.0,,,672089000.0,,,88644496.0,,
200,TECTONA,2024-06-30,,,-0.539,,,,,,,,,,,,18959700.0,,
201,TEFRON,2024-06-30,78469000.0,4516000.0,4.4,17096000.0,6776000.0,,,,152924000.0,,,0.0,,,12802000.0,,
202,TELSYS,2024-06-30,99174000.0,28364000.0,10.56,44649000.0,31658000.0,,,,451576000.0,,,20000000.0,,,9050300.0,,
203,TERMINAL X,2024-06-30,116623000.0,7314000.0,0.2,52959000.0,9284000.0,,,,513963000.0,,,35000000.0,,,127005000.0,,
204,TEUZA,2024-06-30,,,-0.11,,,,,,16754000.0,,,,,,113940000.0,,
205,TIGI,2024-06-30,,,,,,,,,,,,,,,6385600.0,,
206,TOGETHER,2024-06-30,,,-0.223,,,,,,,,,,,,13791000.0,,
207,TONDO SMART,2024-06-30,,,,,,,,,,,,,,,12423700.0,,
208,TOWER,2024-06-30,351181000.0,53445000.0,7.21,86922000.0,48878000.0,,,,2962167000.0,,,126715000.0,,,111757000.0,,
209,TRUCKNET,2024-06-30,,,,,,,,,,,,,,,19101700.0,,
210,TURBOGEN,2024-06-30,,,,,,,,,,,,,,,15002400.0,,
211,UMH,2024-06-30,60328000.0,5239000.0,0.12,33272000.0,11021000.0,,,,1441295000.0,,,668876000.0,,,82556600.0,,
212,UTRON,2024-06-30,,,0.053,,,,,,,,,,,,20566200.0,,
213,VERIDIS,2024-06-30,642726000.0,-7087000.0,-0.13,89850000.0,28204000.0,,,,5593542000.0,,,2033672000.0,,,145164992.0,,
214,VICTORY,2024-06-30,644785000.0,9655000.0,3.06,169645000.0,23766000.0,,,,2158402000.0,,,25810000.0,,,14180000.0,,
