,Company Name,Report Date,Revenue,Net Income,Earnings Per Share (EPS),Gross Profit,Operating Income (EBIT),Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Total Assets,Total Liabilities,Short-Term Debt,Long-Term Debt,Shareholders’ Equity,Dividends Paid,Number of Outstanding Shares,Guidance/Forecast,Key Performance Indicators (KPIs)
11,ALLOT,"May 16, 2023",21100000.0,-11362000.0,-0.3,13475000.0,-11866000.0,-8804000.0,11117000.0,0.0,200391000.0,94032000.0,2361000.0,39624000.0,101973000.0,,37421720.0,"Full year 2023 revenues of $110 million to $120 million, Full year 2023 operating loss and net negative cash flow of between $15 million and $20 million, December 2023 total ARR*, including SECaaS ARR* and Support & Maintenance ARR*, is expected to be between $56 million and $63 million. Reiterates expectations to be profitable in 2024",
12,AMIAD,31 March 2023,29384000.0,207000.0,0.138,12013000.0,1474000.0,-1570000.0,-4129000.0,3740000.0,141581000.0,66514000.0,29687000.0,15056000.0,75067000.0,,30425102.0,,
13,BAREKET,"March 31, 2023",,3734000.0,0.07,,4829000.0,,-22000.0,10933000.0,745059000.0,651563000.0,157703000.0,493860000.0,93496000.0,,54018100.0,,
14,BET SHEMESH,"First quarter of 2023, March 31, 2023",45434000.0,2010000.0,0.24,6401000.0,3648000.0,3767000.0,-935000.0,-2865000.0,264238000.0,82466000.0,45334000.0,30992000.0,139460000.0,,,"The company states that total expected orders for the group are for a period of up to approximately 20 years, and amount to approximately 2.0 billion dollars.",
15,BRILL,31/3/23,127417000.0,500000.0,0.09,66296000.0,5546000.0,,-4130000.0,17170000.0,637389000.0,482199000.0,,,155190000.0,15100000.0,,The company expects an inflation rate of 3.9% in 2023 and 2.3% in 2024 according to the Bank of Israel. The Bank of Israel's interest rate is 4.5%.,
16,BONUS BIOGROUP,"March 31, 2023",,,,,,-7736000.0,-442000.0,-276000.0,66536000.0,17260000.0,,,49276000.0,,,,
17,BRACK CAPITAL PROPERTIES,31 במרץ 2023,59887000.0,3196000.0,0.41,,8780000.0,,-5575000.0,65759000.0,1558772000.0,821590000.0,99794000.0,361823000.0,737182000.0,,1978261.0,,
18,BULIGO,"March 31, 2023",23044000.0,19089000.0,0.346,,,30265000.0,-24583000.0,-4091000.0,64370000.0,19089000.0,,,51165000.0,,,,
19,CAMTEK,"May 10, 2023",72500000.0,17200000.0,0.36,33864000.0,14195000.0,17000000.0,,,683365000.0,278819000.0,,0.0,404546000.0,,48436.0,"For the second quarter, management expects similar level of revenues as achieved in the first quarter.",
20,CAN FITE BIOFARMA,"June 1, 2023",190000.0,-2550000.0,,,-2712000.0,,,,13489000.0,2891000.0,,,8493000.0,,1178872101.0,,
21,COMPUGEN,"May 15, 2023",,-9339000.0,-0.11,,,,,,84319000.0,10719000.0,,,69214000.0,,86624643.0,Cash runway at least through the end of 2024,
22,DIPLOMAT HOLDINGS,31.03.2023,791400000.0,27796000.0,0.75,163700000.0,27600000.0,,-164100000.0,,1523216000.0,769430000.0,,,701949000.0,,,,
23,DAN HOTELS,31 במרס 2023,1465228.0,102315.0,1.05,474761.0,185496.0,,12313.0,-278785.0,2451529.0,1337829.0,,,1113700.0,19489.0,,,
24,DELTA GALIL,31 במרס 2023,442457000.0,3015000.0,0.26,172911000.0,14420000.0,23800000.0,-5300000.0,-26400000.0,1803453000.0,1146313000.0,51672000.0,207284000.0,675717000.0,0.0,,"The company expects to meet the lower end of the 2023 forecast, based on current market conditions. It is also expected to generate revenue and earnings growth in 2024 relative to 2023.",
25,DISCOUNT INVESTMENTS,31 במרס 2023,,1132000.0,,,,,,,11093377000.0,,,,62865000.0,3500000.0,,,
26,ELECTRA POWER,"MARCH 31, 2023",17955000.0,614000.0,,,5287000.0,-23515000.0,-535000.0,-7332000.0,660681000.0,440367000.0,,416188000.0,220314000.0,,,,
27,ENDYMED,"31 במרץ, 2023",6759000.0,685000.0,0.062,3508000.0,1003000.0,961000.0,-67000.0,-89000.0,19697000.0,3549000.0,,,14704000.0,,11000000.0,,
28,ENERGIX,31 במרץ 2023,297000000.0,167000000.0,,,,,,,,,,,,137000000.0,,,
29,ENLIVEX,"June 16, 2023",,-7218000.0,-0.39,,-6783000.0,-5784000.0,-31346000.0,318000.0,60022000.0,9448000.0,,3995000.0,50574000.0,,18516438.0,"The Company expects to continue to incur losses for at least the next several years, and the Company will need to raise additional debt or equity financing or enter into partnerships to fund its development.",
30,EQUITAL,יום 31 במרס 2023,794081.0,73113.0,,,389989.0,,,,24041691.0,12271735.0,,,12002383.0,,,,
31,ELBIT SYSTEMS,"May 30, 2023",1393500000.0,62069000.0,1.4,361516000.0,93898000.0,73025000.0,-38623000.0,52013000.0,9464749000.0,2781343000.0,226623000.0,635428000.0,2778737000.0,0.0,44345000.0,,
32,ELECTREON,31 במרץ 2023,3052000.0,16260000.0,8.35,756000.0,17197000.0,,-1833000.0,13233000.0,143838000.0,18838000.0,,,125000000.0,,,,
33,ELLOMAY,"June 29, 2023",12000000.0,2800000.0,0.27,1461000.0,-475000.0,1400000.0,-31518000.0,55371000.0,617925000.0,505389000.0,12524000.0,227565000.0,110381000.0,,,,
34,ENLIGHT ENERGY,"May 11, 2023",70994.0,33000.0,0.22,47991.0,39048.0,55443.0,-120062.0,415787.0,4008978.0,2630882.0,209147.0,231132.0,1378096.0,0.0,109445475.0,Revenue between $290m and $300m,
35,FORMOLA,"May 23, 2023",670400000.0,15684000.0,1.01,161931000.0,60794000.0,,,,2771067000.0,2179875000.0,163324000.0,269215000.0,564413000.0,35300000.0,15464464.0,Sapiens' revenues for the full year 2023 guidance to 507000000 to 512000000,
36,FOX,"31 במרץ, 2023",1209795000.0,-5505000.0,-0.41,622751000.0,10924000.0,,-168809000.0,-31640000.0,7220438000.0,3234771000.0,405150000.0,2254207000.0,2116757000.0,87573000.0,,כ-3.9% והריבית צפויה לעמוד על 4.75% בממוצע ברבעון הראשון לשנת 2024,
37,FATAL HOLDINGS,31 במרץ 2023,1241911.0,-195363.0,-5.01,790210.0,-128427.0,51699.0,-181488.0,-219883.0,24227210.0,23010298.0,2611555.0,19107299.0,2508356.0,,,"7,400-7,700",221.0
38,FORESIGHT,"May 31, 2023",55000.0,-4586000.0,-0.014,34000.0,-4646000.0,-4473000.0,6475000.0,,28013000.0,3472000.0,,,24031000.0,,,,
39,G CITY,רבעון ראשון 2023,604000000.0,-509000000.0,-2.98,,-86000000.0,235000000.0,589000000.0,-736000000.0,36367000000.0,23256000000.0,,,5066000000.0,,,,
40,WILLY FOOD INTERNATIONAL,"May 15, 2023",151400000.0,10800000.0,0.78,40000000.0,13000000.0,2297000.0,5887000.0,-531000.0,621701000.0,75143000.0,,,540766000.0,,13867017.0,,
41,GOLF,2023-03-31,233644000.0,-11598000.0,-0.26,131959000.0,-5755000.0,28000000.0,-6856000.0,-25136000.0,999956000.0,453257000.0,59321000.0,435148000.0,188859000.0,0.0,,,
42,GAN SHMUEL,31 במרס 2023,54031000.0,2580000.0,0.17,12734000.0,4107000.0,-3595000.0,-526000.0,5322000.0,226474000.0,99943000.0,27131000.0,25603000.0,126345000.0,,,,
43,GAON HOLDINGS,"March 31, 2023",160799000.0,2008000.0,0.31,31963000.0,9189000.0,32875000.0,-5544000.0,-75836000.0,1040786000.0,443530000.0,,195573000.0,261125000.0,,,,
44,GENERATION CAPITAL,31 במרץ 2023,,82100000.0,0.139,,,,-47196000.0,86377000.0,3481100000.0,1675574000.0,85831000.0,1589743000.0,1805526000.0,,1264956.0,,
45,GILAT,"May 9, 2023",58962000.0,5580000.0,0.1,24685000.0,7013000.0,6203000.0,-3032000.0,,384515000.0,125653000.0,,,249961000.0,,56613485.0,"The Company today raised its GAAP operating income guidance to between $16 to $20 million, representing year-over-year growth of 81% at the mid-point and its adjusted EBITDA guidance to between $31 to $35 million, representing year-over-year growth of 31% at the mid-point. The company reiterated its 2023 revenue guidance.",
46,GILAT TELECOM,31 March 2023,11277000.0,-238000.0,-0.07,2800000.0,341000.0,10099000.0,-5603000.0,-3263000.0,43931000.0,34319000.0,1623000.0,9678000.0,9612000.0,,58438.0,,
47,GOLAN INDUSTRIES,31.3.2023,114112000.0,14313000.0,1.23,33255000.0,9175000.0,40614000.0,-15916000.0,-10913000.0,496802000.0,292938000.0,120687000.0,26824000.0,293806000.0,18000000.0,,,
48,GOLD,31 במרץ 2023,201558000.0,9250000.0,2.3,43838000.0,56381000.0,15167000.0,15165000.0,-2950000.0,1105586000.0,248225000.0,62404000.0,184066000.0,847750000.0,5759000.0,,,
49,GOLDEN HOUSE,31 במרס 2023,,,,,,,,,817066.0,578901.0,,,358654.0,,15568.0,,
50,HAMAT,2023-03-31,274703000.0,15035000.0,,119437000.0,27613000.0,37956000.0,-54381000.0,72119000.0,1582649000.0,1085184000.0,,,497465000.0,,,,
51,HILAN,"31 במרץ, 2023",619333.0,50723.0,,136973.0,66487.0,,-6712.0,-17531.0,2120597.0,1085522.0,,,857743.0,28665.0,,,
52,HIPER GLOBAL,2023,61696000.0,3554000.0,0.08,9241000.0,3552000.0,,-299000.0,-9688000.0,165056000.0,76932000.0,,,71407000.0,,,,
53,HUMAN XT,2023,3173000.0,-44592000.0,1.67,2426000.0,-44647000.0,-41731.0,15161.0,-2600.0,72332000.0,72332000.0,,,51325000.0,,,,
54,ICL,For the month of May 2023,2100000000.0,280000000.0,0.22,828000000.0,465000000.0,382000000.0,-204000000.0,-47000000.0,12045000000.0,6147000000.0,704000000.0,2278000000.0,5898000000.0,178000000.0,1290938000.0,"Full year adjusted EBITDA of between $2,200,000,000 to $2,400,000,000",
55,ISRAIR GROUP,31 במרץ 2023,357931.0,20579.0,0.09,55552.0,19672.0,49343.0,-21325.0,11058.0,296779.0,296779.0,21244.0,45044.0,50072.0,0.0,,,
56,ISRAMCO PARTICIPATION UNIT,31 במרס 2023,105000000.0,38422000.0,0.0148,,,72160000.0,-6402000.0,-39730000.0,1266612000.0,695600000.0,177127000.0,518473000.0,571012000.0,7542000.0,2590457.0,,
57,ILEX MEDICAL,31 במרץ 2023,210261000.0,8916000.0,0.8,58636000.0,19778000.0,,-17636000.0,-8952000.0,899181000.0,286077000.0,,,593489000.0,21442000.0,,,
58,INTERCURE,"May 15, 2023",106175000.0,12085000.0,0.005,35123000.0,5947000.0,-52539000.0,-14421000.0,-59355000.0,875679000.0,352701000.0,75576000.0,95962000.0,502928000.0,,45572709.0,Revenue growth expected to continue through out 2023.,
59,ISROTEL,31/05/23,338779000.0,1250000.0,0.02,61286000.0,5808000.0,41000000.0,-73000000.0,-12000000.0,4026297000.0,1973551000.0,44800000.0,174229000.0,2053000000.0,,,,
60,KARDEN ISRAEL,31 במרץ 2023,12482000.0,33226000.0,,8064000.0,210000.0,,,,260760000.0,330175000.0,,68820000.0,-29230000.0,,,,
61,KLIL,31/03/2023,111056000.0,6073000.0,2.69,19644000.0,7935000.0,31675000.0,-1698000.0,-831000.0,476868000.0,79961000.0,,,367228000.0,,,,
62,KNAFAIM,"March 31, 2023",,4889000.0,0.41,9129000.0,3380000.0,,,,207665000.0,146234000.0,20009000.0,67692000.0,50582000.0,,16341000.0,,
63,KAMADA,"May 24, 2023",30700000.0,-1809000.0,-0.04,11839000.0,289000.0,-2851000.0,-1093000.0,-2881000.0,316795000.0,141930000.0,4444000.0,11852000.0,174808000.0,,,"Total revenues in the range of $138,000,000 to $146,000,000. EBITDA in the range of $22,000,000 to $26,000,000.",
64,KENON,"June 5, 2023",,,,30000000.0,7000000.0,26000000.0,-131000000.0,-106000000.0,4173000000.0,1853000000.0,52000000.0,1233000000.0,2296000000.0,150000000.0,,,
65,LEVINSKI OFER,31 במרץ 2023,,-3670000.0,-0.02,-1335000.0,-3397000.0,-7351000.0,-2538000.0,-1364000.0,209300000.0,101981000.0,20060000.0,93692000.0,29151000.0,,,,
66,LIBRA,2023 ליום 31 במרס,116237000.0,-1886000.0,,,,5024000.0,-2825000.0,19743000.0,913165000.0,854920000.0,,,58245000.0,,,"האינפלציה לשנים 2023 ו- 2024 צפויה לעמוד על שיעור של 3.9%, ו-2.3% בהתאמה",
67,LAPIDOTH-HELETZ - LIMITD PARTNERSHIP,31 במרץ 2023,6793134.0,446403.0,0.82,,,,-184443.0,-837714.0,7628932.0,4791650.0,,,2837282.0,10000.0,,,
68,LINEAGE THERAPY,"March 31, 2023",2386000.0,-4404000.0,-0.03,2267000.0,-6642000.0,-11242000.0,15426000.0,1.0,113205000.0,44190000.0,,,69015000.0,,170127.0,,
69,LIVEPERSON,"May 9, 2023",107661000.0,-17420000.0,-0.23,,-50260000.0,-6925000.0,2839000.0,-150361000.0,957517000.0,892513000.0,,510024000.0,65004000.0,,75774812.0,"Yes, revenue guidance of $95,000,000-$99,000,000 and Adjusted EBITDA guidance of $3,000,000-$7,000,000 for the second quarter of 2023. Also, the full year 2023 Revenue guidance $387,000,000 - $401,000,000 and Adjusted EBITDA $15,000,000 - $32,000,000. Revenue growth (year-over-year) (23%) - (20%), Adjusted EBITDA margin 3% - 7%  for the second quarter. Revenue growth (year-over-year) (19) % - (16)%, Adjusted EBITDA margin 3.9% - 8.0%  for the full year",
70,MALAM TEAM,31 במרץ 2023,701020.0,19483.0,0.9,81790.0,32631.0,,-16670.0,,2219537.0,634262.0,363398.0,316155.0,591161.0,,21895230.0,,
71,MATRIX,31.03.2023,1291153.0,65346.0,0.96,188618.0,101465.0,,-50926.0,-98102.0,4041407.0,863521.0,,,952603.0,375000.0,,,
72,MAX STOCK,"March 31, 2023",280000000.0,24000000.0,0.15,115806000.0,37000000.0,64219000.0,-6288000.0,-21551000.0,1154879000.0,995323000.0,,,168591000.0,60000000.0,,,
73,MAYTRONICS,"March 31, 2023",524425.0,88425.0,,240773.0,116836.0,,-21064.0,208630.0,2539142.0,1741245.0,715713.0,379407.0,797897.0,44000.0,,,
74,MELISRON,31 במרץ 2023,,170000000.0,,327000000.0,232000000.0,259000000.0,-502000000.0,579000000.0,21806000000.0,13635000000.0,1515000000.0,9503000000.0,8649000000.0,,47491000.0,,
75,MENDELSON INFRASTRUCTURE,"March 31, 2023",292689000.0,13818000.0,0.31,73381000.0,22143000.0,67006000.0,-2504000.0,-67371000.0,1033259000.0,609656000.0,71976000.0,90158000.0,423603000.0,26000000.0,,,
76,MIRLAND DEVELOPMENT CORPORATION,"31 במרץ, 2023",25713000.0,-8237000.0,-0.87,5472000.0,-20642000.0,-6269000.0,-5919000.0,-34000.0,68226000.0,80258000.0,75839000.0,,-6236000.0,,,,
77,MIZRAHI TEFAHOT,31 במרץ 2023,,500000.0,,,,2600000.0,3241300.0,-3243700.0,31608000000.0,30396900000.0,,,95200000.0,,,,
78,MODIIN PPARTICIPATION UNITU,31 במרס 2023,8233000.0,1229000.0,,,,3187000.0,-5006000.0,1600000.0,50245000.0,35081000.0,,5397000.0,35081000.0,,,,
79,NAVITAS PTRO PARTICIPATION UNIT,31 במרץ 2023,23609000.0,9224000.0,0.099,11773000.0,7416000.0,,,,906064000.0,692689000.0,35206000.0,507109000.0,302777000.0,,,,
80,NICE,"May 11, 2023",571900000.0,76942000.0,1.15,385264000.0,93507000.0,195071000.0,-31885000.0,-65236000.0,4993322000.0,1863748000.0,248180000.0,455800000.0,3129516000.0,-1480000.0,66662000.0,"Second quarter 2023 Non-GAAP total revenues are expected to be in a range of 573,000,000 to 583,000,000 representing 9% growth year over year at the midpoint.
Second quarter 2023 Non-GAAP fully diluted earnings per share are expected to be in a range of 2.00 to 2.10, representing 10% growth year over year at the midpoint.
The Company increased full-year 2023 Non-GAAP total revenues which are expected to be in a range of 2,350,000,000 to 2,370,000,000, representing 8% growth at the midpoint compared to full year 2022.
The Company increased full-year 2023 Non-GAAP fully diluted earnings per share which are expected to be in a range of 8.32 to 8.52, representing 11% growth at the midpoint compared to full year 2022.",
81,NETO HOLDINGS,,1137000.0,24299.0,,117000.0,39000.0,-9000.0,-19000.0,34000.0,2012998.0,1048111.0,,,872382.0,,,,
82,NEXT VISION,31 במרץ 2023,26049000.0,11149000.0,0.1411,17259000.0,12863000.0,15603000.0,1943000.0,-2985000.0,64265000.0,7291000.0,,,56679000.0,5574000.0,,,
83,NEXTCOM,31 במרץ 2023,98600000.0,2527000.0,0.18,11624000.0,3500000.0,-11118000.0,5741000.0,3221000.0,342262000.0,226312000.0,19217000.0,74894000.0,115884000.0,,14207000.0,,
84,NISSAN,31 במרץ 2023,185120000.0,-4414000.0,-0.4,23421000.0,5856000.0,39781000.0,-2504000.0,-23901000.0,744823000.0,337233000.0,232257000.0,175333000.0,337233000.0,,,,
85,NOFAR ENERGY,2023,324568000.0,-25014000.0,,,-14195000.0,,-60865000.0,45113000.0,4808006000.0,1855702000.0,345354000.0,978140000.0,2646048000.0,,,"1,417,000,000",
86,NORSTAR,31 במרס 2023,,-296000.0,,,-88000.0,261000.0,,,39842000.0,23837000.0,4326000.0,17634000.0,11714000.0,,,,
87,ONE TECHNOLOGIES,15/05/2023,915412.0,46430.0,0.62,142237.0,90417.0,,-4168.0,-111060.0,2073522.0,308140.0,,,634006.0,29000.0,,,
88,OPC ENERGY,31 במרץ 2023,519000000.0,79000000.0,0.28,364000000.0,107000000.0,,,,9532000000.0,6134000000.0,1088000000.0,5046000000.0,3507000000.0,,,,
89,OPKO HEALTH,"May 3, 2023",237600000.0,-18300000.0,-0.02,138300000.0,-30600000.0,,,,2169600000.0,1551800000.0,0.0,211300000.0,,,751506257.0,"The company is providing financial guidance in a conference call on May 3, 2023.",
90,ORAMED PHARM,"March 31, 2023",666000.0,-3395000.0,-0.08,,-5208000.0,-5549000.0,-13203000.0,2430000.0,159780000.0,159780000.0,,4660000.0,150970000.0,,40041258.0,,
91,ORAD,31 במרץ 2023,41201000.0,1799000.0,0.02,8672000.0,3352000.0,3400000.0,52000.0,3300000.0,145310000.0,108808000.0,42280000.0,22025000.0,36416000.0,,,,
92,ORMAT TECHNOLOGY,"May 9, 2023",,,,,,,,,,,,,,,,,
93,OVERSEAS,31 במרס 2023,86873000.0,4435000.0,0.08,18070000.0,10303000.0,30974000.0,-27722000.0,-9768000.0,749671000.0,585638000.0,28009000.0,148132000.0,222252000.0,2200000.0,,,
94,PAYTON,"March 31, 2023",12057000.0,3237000.0,1.33,5416000.0,3568000.0,,-1929000.0,,75192000.0,6648000.0,,,68544000.0,5338000.0,,,
95,PCB TECHNOLOGIES,2023-03-31,128462000.0,14000.0,0.0,14587000.0,336000.0,4379000.0,-13946000.0,4974000.0,131274000.0,47024000.0,6207000.0,20361000.0,84250000.0,,,,
96,PLASSON INDUS,2023-03-31,432949.0,42813.0,4.41,169321.0,54440.0,,-61446.0,28883.0,2243456.0,892900.0,452186.0,164708.0,1030904.0,,,,
97,PRIORTECH,31 במרץ 2023,12376000.0,5287000.0,0.42,,,,-7387000.0,47571000.0,290836000.0,67973000.0,,23985000.0,222863000.0,,,"אקסס מעריכה שהשפעה של ההאטה הכלכלית העולמית והירידה בביקושים למוצרי קצה, תתמתן במהלך הרבעון השני לשנת 2023 וכי גידול במכירותיה יחל החל מהמחצית השניה של שנת 2023.",
98,POMVOM,,27031000.0,-10109000.0,0.72,3718000.0,-9845000.0,-7826000.0,-3273000.0,985000.0,69303000.0,23122000.0,,2828000.0,42206000.0,,,,
99,REIT 1,31 במרץ 2023,,27703000.0,0.143,,,,-43715000.0,-51259000.0,7673701000.0,3839514000.0,,,3768938000.0,,193616000.0,"אומדן ה- NOI של החברה לשנת 2023 הינו כ- 418-428 מיליון ש""ח (מאוחד מורחב). אומדן ה- FFO הריאלי של החברה לשנת 2023 הינו כ- 290-300 מיליון ש""ח. אומדן ה- FFO הריאלי למניה של החברה לשנת 2023 הינו כ- 1.50-1.55 ש""ח למניה",
100,RAM ON,31 March 2023,3790000.0,4729000.0,0.27,3043000.0,4615000.0,,-29761000.0,25000000.0,271686000.0,27860000.0,,21875000.0,229915000.0,2750000.0,16490000.0,,
101,SAPIENS,"May 3, 2023",124700000.0,14200000.0,0.26,53000000.0,18900000.0,22200000.0,-47500000.0,-19800000.0,663300000.0,417900000.0,19800000.0,39500000.0,415500000.0,,55200000.0,"Yes, increasing full-year 2023 non-GAAP revenues to $507 million to $512 million and non-GAAP operating margin to 17.8%-18.2%",
102,SOLAER,2023,38694000.0,-28811000.0,-2.08,4746000.0,-19061000.0,-11376000.0,-162838000.0,196066000.0,1034333000.0,1088013000.0,80147000.0,818781000.0,170072000.0,,,,
103,SPACE COMMUNICATION,Q1-2023,,,,,,32064.0,-28370.0,935.0,430431.0,398010.0,,,32421.0,,,,
104,STRAWBERRY INC,31 במרץ 2023,80425000.0,68497000.0,,76287000.0,,52252000.0,3824000.0,-54628000.0,895008000.0,892333000.0,59538000.0,367000000.0,406769000.0,6000000.0,,,
105,SARINE TECHNOLOGIES,16 May 2023,11500000.0,800000.0,,,,,,,,,,,,,,Negative macro-economic conditions are expected to continue to affect our business in 2023.,
106,SHUFERSAL,31 במרס 2023,3720000000.0,66000000.0,0.24,1003000000.0,151000000.0,,-189000000.0,-176000000.0,14547000000.0,11261000000.0,,,3219000000.0,,,,
107,SKYLINE,31 במרץ 2023,34481000.0,-7034000.0,-0.33,,3819000.0,-1437000.0,-3680000.0,235000.0,600794000.0,289151000.0,,239885000.0,275525000.0,,,,
108,STRAUSS GROUP,2023,1837948000.0,87281000.0,1.15,426704000.0,87173000.0,-446863000.0,-36916000.0,-221908000.0,4384957000.0,2483000.0,758935000.0,515004000.0,1765942000.0,,,,
109,SUNFLOWER,31 במרץ 2023,119987000.0,2483000.0,0.08,43581000.0,7753000.0,41115000.0,-2963000.0,-97393000.0,834220000.0,220032000.0,51873000.0,437878000.0,205821000.0,,23860000.0,"54-56 מליון ש""ח",
110,SYNEL,"March 31, 2023",23834000.0,2381000.0,0.42,11802000.0,3428000.0,428000.0,1034000.0,0.0,99675000.0,36521000.0,,,52642000.0,,,,
111,TERALIGHT,2023-03-31,,,,,,,,,901819.0,522104.0,,,376363.0,,,,
112,TERMINAL X,"31 במרץ, 2023",92760000.0,-3286000.0,-0.027,40442000.0,-3120000.0,-16334000.0,8650000.0,-11158000.0,557959000.0,176523000.0,20000000.0,115861000.0,230928000.0,,,,
113,TEVA,"May 10, 2023",3661000000.0,-205000000.0,-0.18,1582000000.0,2000000.0,-145000000.0,181000000.0,-706000000.0,43456000000.0,24433000000.0,1023000000.0,19668000000.0,7860000000.0,,1115000000.0,"Revenues of $14.8 - $15.4 billion, Adjusted EBITDA of $4.5 - $4.9 billion, Non-GAAP diluted EPS of $2.25 - $2.55, Free cash flow of $1.7 - $2.1 billion",
114,TURPAZ,"31 במרץ, 2023",30914000.0,3007000.0,0.03,11819000.0,4235000.0,,-5067000.0,-8822000.0,209085000.0,68717000.0,,,101968000.0,5000000.0,,,
115,TAMAR PETROLIUM,31 במרץ 2023,,10412000.0,0.38,,43905000.0,,2000000.0,47800000.0,1242731000.0,879794000.0,,724498000.0,362937000.0,10000000.0,88496000.0,,
116,TARYA,31 במרץ 2023,103726.0,-42574.0,-0.08,19236.0,6583.0,49830.0,-69362.0,68526.0,99727.0,12296.0,4428.0,16415.0,79752.0,,,"ההכנסות והרווחיות של החברה בשנת 2023 צפויות להיות מושפעות מהיקף בקשות המשיכה, ריבית בשוק, שינויים כלכליים בישראל ותוכנית העבודה המעודכנת שהחברה צפויה ליישם",
117,TOMER ENERGY,31 במרץ 2023,6166000.0,748000.0,0.04,,2437000.0,2331000.0,3968000.0,-5191000.0,162270000.0,57499000.0,6430000.0,56360000.0,94336000.0,,,,
118,TOP SYSTEMS,31/03/2023,51484000.0,3836000.0,0.18,18446000.0,5243000.0,2824000.0,-184000.0,-5179000.0,262879000.0,130877000.0,33598000.0,30275000.0,63482000.0,0.0,,,
119,TOWER,"May 15, 2023",356000000.0,71000000.0,0.65,96000000.0,89000000.0,73000000.0,-81051000.0,-26864000.0,2577086000.0,600834000.0,42224000.0,201445000.0,1976252000.0,,109961000.0,The Company is not providing revenue guidance for the second quarter of 2023 and will not host an earnings conference call.,
120,VILLAR,31 March 2023,279971000.0,425069000.0,23.7,212401000.0,425069000.0,156871000.0,-16863000.0,197442000.0,4260708000.0,3672564000.0,224128000.0,804139000.0,2976938000.0,30000000.0,,,
121,WATER IO,2023-01-01,,,,,,,,,,,,,,,,,
122,XTL BIO,"May 16, 2023",,-919000.0,-0.0,,-251000.0,,,,3322000.0,241000.0,,,3081000.0,,544906149.0,,
123,THE ISRAEL CORPORATION,31 במרס 2023,2098000000.0,117000000.0,,827000000.0,461000000.0,,-204000000.0,-47000000.0,13344000000.0,7239000000.0,2962000000.0,3107000000.0,2596000000.0,,,"EBITDA המתואם לשנת 2023, בטווח של 2.2-2.4 מיליארד דולר",
124,NAPHTHA,31 במרס 2023,544000.0,53000.0,,341000.0,220000.0,,,,5568000.0,2918000.0,,,2650000.0,330000.0,,,
125,SHOHAM BUSINESS,31 במרץ 2023,95435000.0,36316000.0,0.93,,,,-35000.0,50494000.0,806091000.0,656168000.0,493933000.0,162235000.0,149923000.0,,,,
126,ORIAN,31 במרץ 2023,70476000.0,2336000.0,0.14,7167000.0,2360000.0,,-5290000.0,1243000.0,367500000.0,187570000.0,17711000.0,40104000.0,89267000.0,,16897349.0,,
127,IDI INSURANCE,31.3.2023,,-5.0,,,,,,,484648.0,,,,-833.0,,,,
128,ICON GROUP,31 במרס 2023,364859000.0,11653000.0,0.2,44921000.0,19951000.0,,-55766000.0,-815000.0,610567000.0,391845000.0,154987000.0,69501000.0,127091000.0,10000000.0,,,
