,Company Name,Report Date,Revenue,Net Income,Earnings Per Share (EPS),Gross Profit,Operating Income (EBIT),Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Total Assets,Total Liabilities,Short-Term Debt,Long-Term Debt,Shareholders’ Equity,Dividends Paid,Number of Outstanding Shares,Guidance/Forecast,Key Performance Indicators (KPIs)
22,CAN FITE BIOFARMA,"November 30, 2023",588000.0,-5982000.0,-0.0,,-6361000.0,,,,9169000.0,1724000.0,,,5235000.0,,1209797279.0,,
23,CARMEL CORP,30 September 2023,251120000.0,27937000.0,1.58,76912000.0,36641000.0,,-39944000.0,91232000.0,867508000.0,741706000.0,224625000.0,2875000.0,475527000.0,,,,
24,DIPLOMAT HOLDINGS,30.9.2023,2468903.0,51101.0,1.87,528124.0,93753.0,8102.0,-178.1,-47.2,1523216.0,769430.0,,,766848.0,,,,
25,DAN HOTELS,30 בספטמבר 2023,1465228.0,102315.0,1.05,474761.0,292863.0,,12313.0,-278785.0,2451529.0,1337829.0,,,1113700.0,19489.0,,"The company expects that as a result of the war, revenues in the fourth quarter of 2023 will decrease by about 15% compared to the corresponding quarter of last year and net profit for the fourth quarter will decrease by about 40% compared to the corresponding quarter of last year",
26,DISCOUNT,2023,,,,,,,,,,,,,,,,,
27,DISCOUNT INVESTMENTS,"September 30, 2023",,-400000.0,-2.8,,,,,,30903000.0,23291000.0,,12780000.0,7612000.0,,,,
28,ELECTRA POWER,"September 30, 2023",5465.0,8870.0,,,,24790.0,-2611.0,-23588.0,657082.0,443505.0,,,213577.0,,,,
29,EMET,30.9.23,995670.0,57721.0,0.275,153917.0,34438.0,,-32251.0,-278.0,776421.0,454936.0,147365.0,66612.0,169277.0,,,"According to the forecast of the Bank of Israel, in November 2023, the inflation rate in the next four quarters (ending in the fourth quarter of 2024) is expected to be 2.4%, and in the fourth quarter of 2024 the interest rate is expected to be around 3.4%-3.75% the above-mentioned inflation rates, and the restrictive monetary policy, may lead to a slowdown in economic activity and a decline in demand in the private sector and the business sector in Israel, which may affect the financial results of the Company, as well",
30,ENDYMED,"30 בספטמבר, 2023",,,,,,,,,,,,,,,,,
31,ENERGIX,30 בספטמבר 2023,546000000.0,230000000.0,,,,,,,6082231000.0,2328630000.0,448798000.0,1267162000.0,2330288000.0,38000000.0,,"700,000,000 (Revenue for 2023)",
32,ENLIVEX,"November 9, 2023",,-5963000.0,-0.32,,-5628000.0,-18246000.0,-30103000.0,360000.0,46936000.0,8157000.0,,3818000.0,38779000.0,,18598555.0,See Operating and Financial Review and Prospects section.,
33,ECONERGY,30 בספטמבר 2023,,-6788000.0,,,-6750000.0,5236000.0,-4261000.0,1086000.0,351540000.0,208223000.0,,79777000.0,143317000.0,,,See text,
34,ELBIT SYSTEMS,"November 28, 2023",1501600000.0,60700000.0,1.36,367200000.0,106100000.0,200031000.0,-195999000.0,305210000.0,9615251000.0,2845129000.0,776335000.0,369019000.0,2842835000.0,67033000.0,44638000.0,,
35,ELLOMAY,"December 31, 2023",41102000.0,10440000.0,0.83,11326000.0,9381000.0,16789000.0,-47310000.0,50272000.0,612299000.0,487112000.0,11860000.0,242594000.0,118285000.0,,,,
36,EMILIA DEVELOPMENT,"September 30, 2023",544583.0,19494.0,0.54,122464.0,40080.0,171.0,-152.0,-15.0,2644577.0,803259.0,295521.0,388076.0,1010087.0,-18.0,27993.0,,
37,ENLIGHT ENERGY,"November 20, 2023",58319000.0,26000000.0,,28530000.0,42681000.0,31000000.0,-327486000.0,227662000.0,4239732000.0,2828333000.0,175383000.0,303485000.0,1411399000.0,7013000.0,117825464.0,"{'Revenue': 'between 265,000,000 and 275,000,000', 'Adjusted EBITDA': 'between 188,000,000 and 198,000,000'}",
38,FORMOLA,"November 22, 2023",654839000.0,15596000.0,1.0,159617000.0,58246000.0,,,,2656965000.0,1430418000.0,161637000.0,239541000.0,583299000.0,,15543518.0,"Sapiens reiterated its full-year 2023 non-GAAP revenues guidance of $511 $516 million, and also increased its guidance for the full year 2023 non-GAAP operating margin to 18.2% 18.3%, compared to previous guidance of 18.0% - 18.2%.. Sapiens announced that it expects 2024 revenues to reach the current market consensus estimate of $550 million.",
39,GOLDEN HOUSE,30 בספטמבר 2023,15243000.0,-19792000.0,,7120000.0,2141000.0,,-39186000.0,,796402000.0,450558000.0,,204688000.0,345804000.0,20000000.0,,,
40,GOLF,30 בספטמבר 2023,205662000.0,-17005000.0,-0.38,119757000.0,-12119000.0,118700000.0,-13700000.0,-109800000.0,961434000.0,361242000.0,63107000.0,407611000.0,175082000.0,,,"The company estimates to end the fourth quarter of 2023 with a positive EBITDA in the range of 12 to 17 million NIS, and to present a positive EBITDA for the year 2023, despite the material impact of Adika's activity (which was merged into the company at the beginning of 2023 and is presented as part of the clothing fashion field) on the total results of 2023 and despite the impact of the ""Swords of Iron"" war on the fourth quarter.",
41,GAN SHMUEL,30 בספטמבר 2023,185318.0,4543.0,0.3,38238.0,11284.0,13665.0,-16551.0,-9687.0,213246.0,128584.0,,,128584.0,,,,
42,GENERATION CAPITAL,30 בספטמבר 2023,384117000.0,175449000.0,0.185,158937000.0,154590000.0,,-287043000.0,157059000.0,3980182000.0,1936769000.0,163576000.0,,2043413000.0,,,,
43,GINEGAR,30 בספטמבר 2023,167233.0,-2669.0,-0.18,74352.0,62115.0,70111.0,-33634.0,-50327.0,653193.0,451193.0,225437.0,206758.0,208312.0,,,,
44,HAMAT,2023-09-30,808993000.0,44730000.0,,350385000.0,104434000.0,40247000.0,-91354000.0,56561000.0,1582649000.0,1085184000.0,,,497465000.0,10000000.0,,,
45,HILAN,"30 בספטמבר, 2023",1897895.0,144704.0,,401618.0,192623.0,,,,2033907.0,846106.0,49019.0,70000.0,833222.0,28665.0,,,
46,HIPER GLOBAL,2023-09-30,213934000.0,9309000.0,0.199,34377000.0,16350000.0,57152000.0,-39838000.0,-23840000.0,177111000.0,85415000.0,34149000.0,10454000.0,75591000.0,6555000.0,,,
47,HUMAN XT,30/09/2023,3173000.0,-44592000.0,,2426000.0,-44647000.0,,15161000.0,-2600000.0,72332000.0,10553000.0,,,61779000.0,,,"The management believes that the cash and short-term deposits, as of September 30, 2023, will be sufficient for the company for a period of 12 months from the date of approval of these financial statements.",
48,ISRAMCO PARTICIPATION UNIT,30 בספטמבר 2023,315000000.0,114000000.0,0.0439,,,,,,1356000000.0,758000000.0,,,598000000.0,50000000.0,2590457000.0,,
49,ILEX MEDICAL,30 בספטמבר 2023,221684000.0,8890000.0,,55219000.0,12195000.0,49520000.0,-50395000.0,-70230000.0,614467000.0,346716000.0,,,601884000.0,,,,
50,ISROTEL,2023-09-30,1463390.0,191844.0,,599612.0,265948.0,,,,4283347.0,,,,2047910.0,55000.0,,,
51,JERUSALEM,30.09.2023,553000000.0,38000000.0,,,,,,,21001800000.0,19671400000.0,,,1330400000.0,21600000.0,,,
52,KARDEN ISRAEL,30 בספטמבר 2023,9640000.0,-801000.0,-0.82,3185000.0,-1830000.0,416000.0,885000.0,-16050000.0,210665000.0,290058000.0,167444000.0,122614000.0,-64876000.0,,,,
53,KERUR,30.9.2023,753417.0,93725.0,5.39,321690.0,92580.0,155096.0,-17880.0,-50827.0,1321627.0,31638.0,,,1007922.0,,,,
54,KLIL,30/09/2023,300597000.0,15759000.0,6.97,58032000.0,20809000.0,,-26202000.0,-4444000.0,479938000.0,104300000.0,,,375638000.0,,,"החברה צופה כי עלולה להיות ירידה משמעותית בהיקפי ההכנסות של החברה ברבעון הרביעי של שנת 2023, ובכך להוביל להשפעה מהותית על תוצאותיה של החברה ברבעון זה.",
55,KNAFAIM,30 בספטמבר 2023,,15151000.0,0.93,7987000.0,5689000.0,,,,206034000.0,75754000.0,,,59473000.0,3002000.0,16341000.0,,
56,LAHAV,30 בספטמבר 2023,,72771000.0,,,79785000.0,,-143925000.0,69281000.0,2145626000.0,1014082000.0,52659000.0,395123000.0,1099502000.0,40000000.0,,,
57,LAPIDOTH-HELETZ - LIMITD PARTNERSHIP,30 בספטמבר 2023,6793134.0,446403.0,4.4,617098.0,562790.0,,-184443.0,-837714.0,7628932.0,4791650.0,,,2837282.0,40000.0,,"הנתונים בסעיף זה לעיל המתייחסים לתאריכי סיום ביצוע, עלויות ביצוע, רווח צפוי ושיעורו מהווים מידע צופה פני עתיד, כהגדרתו בחוק ניירות ערך, המבוסס על הסכמים עם לקוחות ועל הערכות דניה סיבוס. הערכות אלה עשויות שלא להתממש, כולן או חלקן, או להתממש באופן שונה לרבות באופן מהותי מהצפוי כתוצאה מעיכובים בלוחות זמנים לביצוע הפרויקטים שמקורם, בין היתר, במתן גמישות ללקוחות לשנות את לוחות הזמנים של הפרויקטים, היעדר שליטה בביצוע עבודות על ידי קבלני משנה, כתוצאה מעליה במחירי חומרי גלם והתייקרות שכר העובדים, משינויים במצב הכלכלי במשק והתממשותם של איזה מגורמי הסיכון המפורטים בסעיף 3.6.6 לדוח התקופתי.",
58,LIBRA,30 בספטמבר 2023,385985.0,1593.0,0.04,,,368.0,-4966.0,19224.0,960921.0,899197.0,,,61724.0,,,,
59,MALAM TEAM,30 בספטמבר 2023,705966.0,41640.0,0.46,83416.0,62603.0,,-48373.0,-20330.0,2175583.0,587794.0,,,587794.0,,21895230.0,,
60,MATRIX,"30 בספטמבר, 2023",3911415.0,184934.0,2.69,560764.0,292407.0,,-68758.0,-484395.0,3928894.0,1068577.0,,,1068577.0,126409.0,,,
61,MAYTRONICS,"30 בספטמבר, 2023",,,,,,,,,,,,,,50000000.0,,"The company estimates revenue in the lower range of revenue growth, as of August 15, 2023, as reported at 5%.",
62,MELISRON,30 בספטמבר 2023,,1016000000.0,21.39,,1286000000.0,,-831000000.0,558000000.0,22463000000.0,13591000000.0,,10083000000.0,10620000000.0,60000000.0,47476000.0,,
63,MENDELSON INFRASTRUCTURE,2023-09-30,815976.0,36201.0,0.77,212947.0,58738.0,105000.0,-5000.0,-97000.0,1036384.0,590002.0,148882.0,78461.0,446382.0,26000.0,,,
64,MICHMAN,2023-09-30,21140000.0,11653000.0,6.59,78236000.0,13730000.0,-237220000.0,-626000.0,46338000.0,782938000.0,323063000.0,221334000.0,173585000.0,108423000.0,6500000.0,1523320.0,"The company will continue to monitor the war impacts on a regular basis, to continue monitoring the credit portfolio and the customer type, while giving solutions to its customers needs.",
65,MODIIN PPARTICIPATION UNITU,30 בספטמבר 2023,23840000.0,1723000.0,,,,8586000.0,-22952000.0,14185000.0,80435000.0,58476000.0,22910000.0,5531000.0,38524000.0,,,ההשפעה הצפויה על הכנסותיה כאמור והאפשרות למציאת חלופות נוספות ועדיפות למכירת הנפט כאמור מבוססות על אומדנים והערכות כלליים בלבד שבידי השותתפות במועד פרסום הדוח ועלולות להיות בהן סטיות. מובהר כי ההערכות הנייל מהווות מידע צופה פני עתיד.,
66,NAVITAS PTRO PARTICIPATION UNIT,30 בספטמבר 2023,69500000.0,32544000.0,,35408000.0,23069000.0,,-66237.0,,1092621000.0,657640000.0,40753000.0,407376000.0,394228000.0,,,,
67,NICE,"November 16, 2023",601344.0,92353.0,1.39,410358.0,113626.0,120610.0,88811.0,-89486.0,4895991.0,,181131.0,456652.0,3231696.0,0.0,66223.0,"The Company increased full-year 2023 Non-GAAP total revenues to an expected range of $2,359 million to $2,379 million, representing 9% growth at the midpoint compared to full-year 2022.

The Company increased full-year 2023 Non-GAAP fully diluted earnings per share to an expected range of $8.58 to $8.78, representing 14% growth at the midpoint compared to full-year 2022. 

Full-year 2024 cloud revenue growth of at least 18% year over year, exclusive of any contribution from the LiveVox acquisition, which is expected to close in the first half of 2024. 

On a full year basis for 2024, LiveVox is expected to contribute approximately $142 million of revenue. 

Including synergies from LiveVox, we expect 2024 EBITDA to be nearly $900 million and to exceed $1 billion in 2025.",
68,NISSAN,30 בספטמבר 2023,684647.0,3783.0,,83277.0,17670.0,66.1,-5.9,-58.3,766298.0,364787.0,115422.0,123250.0,231777.0,,,,
69,NEXT VISION,30 בספטמבר 2023,26049000.0,11149000.0,0.1411,17259000.0,12863000.0,15603000.0,1943000.0,-2985000.0,64265000.0,15485000.0,,,68469000.0,5574000.0,,במדינת ישראל התוצר יצמח בשיעור של 2.3% וב-2.8% בשנים 2024-12023,
70,NEXTCOM,30 בספטמבר 2023,361313000.0,14617000.0,0.48,41284000.0,21504000.0,7070000.0,-4190000.0,-25875000.0,358886000.0,217154000.0,,,128561000.0,,14284000.0,,
71,NOFAR ENERGY,30 בספטמבר 2023,5086000.0,-8162000.0,,,-1538000.0,5432000.0,-75874000.0,129087000.0,236375000.0,206499000.0,35556000.0,170943000.0,29876000.0,,,,
72,OPC ENERGY,2023-09-30,1971000.0,140000.0,,371000.0,,49728000.0,-10722000.0,-60105000.0,923932000.0,550034000.0,500386000.0,429032000.0,373898000.0,,,,
73,ORAMED PHARM,"September 30, 2023",1340000.0,7811000.0,0.19,,11892000.0,34996000.0,103035000.0,76978000.0,230893000.0,82668000.0,75363000.0,4488000.0,148230000.0,,40283000.0,,
74,OPAL BALANCE,22 בנובמבר 2023,,20078000.0,0.068,,,,-88000.0,-11240000.0,480489000.0,274879000.0,,,205610000.0,10100000.0,,"על פי תחזית בנק ישראל, הריבית המוניטרית צפויה לעמוד על 4% או 4.25% ברבעון השלישי לשנת 2024",
75,OVERSEAS,30 בספטמבר 2023,257207000.0,9536000.0,,50888000.0,,,-48264000.0,-17618000.0,753457000.0,385716000.0,28027000.0,155044000.0,225238000.0,,,,
76,PCB TECHNOLOGIES,"30 בספטמבר, 2023",100885000.0,-719000.0,-0.01,11103000.0,-811000.0,6031000.0,-3927000.0,9442000.0,131274000.0,47024000.0,6207000.0,0.0,84250000.0,0.0,,,
77,PLASSON INDUS,30 בספטמבר 2023,1264285000.0,110175000.0,11.53,494632000.0,30858000.0,200900000.0,-84890000.0,-102918000.0,2219169000.0,733401000.0,412810000.0,136898000.0,1174679000.0,19095910.0,,השפעה שלילית כלשהיא על מכירות בארץ ברבעון הרביעי של שנת 2023.,
78,PRIORTECH,30 בספטמבר 2023,,,,,,,,,285439.0,68637.0,,42088.0,216802.0,,,"The company expects that its sales in 2023 will be over 300,000,000, and in 2024 it estimates sales of 500,000,000",
79,PERION NETWORK,"November 1, 2023",185305000.0,32821000.0,0.65,,32466000.0,40095000.0,-28205000.0,150000.0,940050000.0,266607000.0,,,673443000.0,,50270296.0,See the 2023 guidance in the document,
80,POLYRAM,30.09.2023,250533000.0,24052000.0,0.216,48799000.0,27860000.0,68412000.0,-7319000.0,-54523000.0,1191851000.0,604458000.0,,,587393000.0,32000000.0,,3.5%,
81,POMVOM,30 בספטמבר 2023,192000.0,-24450000.0,,35300000.0,-24254000.0,-2972000.0,-3547000.0,532000.0,75756000.0,73846000.0,,,-43745000.0,,,,
82,RAM ON,30 בספטמבר 2023,,-2290000.0,0.38,2056000.0,,,-31454000.0,15046000.0,259418000.0,259418000.0,3250000.0,20312000.0,223776000.0,5385000.0,171.0,,
83,RANI ZIM,30.09.2023,,54186000.0,0.37,,132319000.0,,-45798000.0,-65738000.0,2227313000.0,696185000.0,229909000.0,683094000.0,637425000.0,,,,
84,REIT 1,30 בספטמבר 2023,,329044000.0,1.698,,,330032000.0,-297000000.0,-70000000.0,8620695000.0,4033250000.0,,2697621000.0,4001985000.0,-118247000.0,193802000.0,"420,000,000 - 428,000,000",
85,RETAILORS,30 בספטמבר 2023,1413284000.0,97837000.0,2.02,724299000.0,115257000.0,,-37602000.0,-285707000.0,2581675000.0,1670318000.0,,,911357000.0,174410000.0,,"הירידה המשמעותית בהיקף הפעילות בישראל עשויה להיות השפעה שלילית על תוצאותיה של החברה ברבעון הרביעי לשנת 2023, אשר עשויה להימשך גם לתקופות עוקבות.",
86,RATIO PARTICIPATION UNIT,30 בספטמבר 2023,270752000.0,98217000.0,0.087,228086000.0,165626000.0,139207000.0,-29263000.0,-133818000.0,1107541000.0,712429000.0,66811000.0,645618000.0,395112000.0,65000000.0,,,
87,RIMONI,30 September 2023,213625.0,37962.0,5.69,66844.0,52496.0,48924.0,-12343.0,-61607.0,230933.0,73356.0,21430.0,1491.0,157577.0,0.0,8404.0,,
88,SOLAER,2023,39528000.0,-9413000.0,,4861000.0,-1512000.0,-15403000.0,-139134000.0,189322000.0,979920000.0,1207207000.0,,,169439000.0,,,,
89,SPACE COMMUNICATION,Q3-2023,,,,,,,,,,,,,,,,,
90,SAPIENS,"November 8, 2023",130705.0,15872.0,0.28,56000.0,20300.0,40779.0,-62636.0,-43232.0,650153.0,230434.0,19796.0,39526.0,419719.0,28144.0,55813000.0,2023 full-year Non-GAAP revenue guidance of $511 – $516 million and increasing our full year 2023 Non-GAAP operating margin guidance from 18.2% - 18.3%.,
91,SARINE TECHNOLOGIES,19 November 2023,10400000.0,7358000.0,0.298,16777000.0,7716000.0,8770000.0,-5754000.0,-1208000.0,114200000.0,12184000.0,,,77237000.0,,,"The significant reduction in the supply of rough diamonds will reduce polished inventories and contribute to price stabilisation and eventual recovery, expected in the first half of 2024.",
92,SHUFERSAL,Q3 2023,11277000.0,190000.0,0.68,2996000.0,463000.0,,-661000.0,178000.0,15279000.0,11843000.0,,,3436000.0,,,,
93,SUFRIN,2023-09-30,,24583000.0,1.66,,,,-19303000.0,38033000.0,313312000.0,162034000.0,92767000.0,47625000.0,150981000.0,,,,
94,SUNFLOWER,30 בספטמבר 2023,132913000.0,5093000.0,,39793000.0,21286000.0,52773000.0,-7089000.0,-13541000.0,834220000.0,264728000.0,92038000.0,533534000.0,205821000.0,,,,
95,TERALIGHT,30 בספטמבר 2023,,,,,,,,,,,,,,,,,
96,TERMINAL X,"30 בספטמבר, 2023",286565000.0,-1811000.0,-0.026,128684000.0,-1344000.0,10091000.0,29169000.0,-36043000.0,551621000.0,316076000.0,20000000.0,65000000.0,226626000.0,,,,
97,TURPAZ,"30 בספטמבר, 2023",32476000.0,4005000.0,0.09,12981000.0,5211000.0,6400000.0,-5693000.0,4446000.0,186068000.0,60061000.0,,,90867000.0,0.12,,,
98,TOMER ENERGY,30 בספטמבר 2023,18571000.0,2589000.0,0.13,,7151000.0,,413000.0,-9914000.0,160943000.0,54164000.0,9877000.0,50268000.0,96902000.0,,,"הפסקת ההפקה ממאגר תמר בתקופה האמורה מסתכמת באובדן הכנסות ברוטו לחברה בסך כולל של כ-2.7 מיליון דולר, הצפוי להקטין את הרווח הנקי בסכום כולל של כ- 1.3 מיליון דולר",
99,TOWER,"November 13, 2023",358000000.0,342000000.0,3.1,87000000.0,362000000.0,402000000.0,-419577000.0,15493000.0,2835794000.0,486982000.0,47671000.0,179901000.0,2348812000.0,,110302000.0,350000000 (with an upward or downward range of 5%),
100,UMH,"November 8, 2023",,,,,,,,,,,,,,,,,
101,VERIDIS,30 בספטמבר 2023,790680.0,103665.0,0.38,121294.0,128690.0,,-2096478.0,,5677510.0,3779418.0,213542.0,2078186.0,891723.0,,,,
102,WATER IO,,30965000.0,15165000.0,,22747000.0,16972000.0,18250000.0,-3875000.0,-6539000.0,653431000.0,440346000.0,137523000.0,302823000.0,213085000.0,,,,
103,XTL BIO,"November 15, 2023",,-1498000.0,-0.003,,-565000.0,,,,2663000.0,162000.0,,,2501000.0,,544906149.0,,
104,YBOX,30 בספטמבר 2023,47140000.0,-10537000.0,0.09,11416000.0,-8675000.0,39411000.0,-26948000.0,84102000.0,759946000.0,820525000.0,252359000.0,379739000.0,366719000.0,,,,
105,ELECTREON,30 בספטמבר 2023,6003000.0,934000.0,,1038000.0,,-329000.0,-26569000.0,34788000.0,147636000.0,17696000.0,,,129940000.0,,,,
106,SHOHAM BUSINESS,30 בספטמבר 2023,,36645.0,0.91,58758.0,,,-5569.0,55900.0,996752.0,822111.0,493933.0,,174641.0,,,,
107,AVGAD,30 בספטמבר 2023,31286000.0,897000.0,0.07,6970000.0,7727000.0,,-40021000.0,32703000.0,269149000.0,178485000.0,124484000.0,38742000.0,71368000.0,,,התוצר יצמח בשיעור של כ-2.3% וכ-2.8% בשנים 2023 ו-2024 בהתאמה.,
108,ORIAN,30 בספטמבר 2023,62582000.0,7874000.0,0.47,5533000.0,3474000.0,,-6942000.0,-20763000.0,364065000.0,183016000.0,15437000.0,115751000.0,99698000.0,,16897349.0,,
109,DUNIEC,30 בספטמבר 2023,85203000.0,64818000.0,10.04,71427000.0,64811000.0,-54134000.0,100891000.0,-59988000.0,1910891000.0,897539000.0,71648000.0,0.0,1013352000.0,0.0,,,
110,IDI INSURANCE,30 בספטמבר 2023,2333200.0,51100.0,,,,99500.0,-74500.0,-89800.0,6169500.0,5360155.0,,,809373.0,-80000.0,,,
111,ICON GROUP,30 בספטמבר 2023,1025343.0,46857.0,,119156.0,45796.0,,-68391.0,31141.0,619524.0,402441.0,93905.0,,217083.0,10000000.0,,,
112,INROM CONSTRUCTION INDUSTRIES,30.09.2023,959246.0,98775.0,0.29,332765.0,140042.0,84521.0,-88773.0,3028.0,1401054.0,713326.0,182425.0,228489.0,713326.0,34506.0,,"ההאטה בשווקי פעילות הקבוצה כאמור, עלולה להוביל גם לקשיים תזרימיים של גורמים שונים בשווקים אלו וליצור קושי בגבייה ובמוסר התשלומים. ",
113,EL AL,30 בספטמבר 2023,695523.0,52490.0,0.171,,85417.0,,-120784.0,23067.0,3207816.0,,,,,,,"ירידה בטווח שבין 10%-5% ב- ASK. שיעור ההכנסה למושב משוקלל ק""מ (RASK) ברבעון הרביעי לשנת 2023, לא צפוי להיות שונה מהותית מהנתון בתקופה המקבילה אשתקד",
114,ALONY HETZ,30 בספטמבר 2023,989800.0,-884884.0,-2.58,,-920541.0,19352.0,230777.0,2931885.0,36314037.0,25291414.0,,,12483227.0,,,,
115,ELECTRA CONSUMER PRODUCTS,30 בספטמבר 2023,4893258.0,-130634.0,,517767.0,47641.0,,-452216.0,135918.0,7062950.0,2899217.0,3116430.0,,1047303.0,35000.0,,,
116,S.R ACCORD,30 בספטמבר 2023,135663000.0,47317000.0,3.43,,,,0.0,-110706000.0,1259920000.0,,,,365729000.0,10000000.0,,,
117,AFCON HOLDINGS,30 בספטמבר 2023,1651307.0,11341.0,,142866.0,44066.0,229000.0,-18900.0,-14200.0,1938325.0,962996.0,,,476182.0,,,ראה סעיף 3,
118,B COMMUNICATIONS,30 בספטמבר 2023,6872000000.0,271000000.0,1.4,,925000000.0,,,,17308000000.0,13959000000.0,,,1896000000.0,107000000.0,,,
