,Company Name,Report Date,Revenue,Net Income,Earnings Per Share (EPS),Gross Profit,Operating Income (EBIT),Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Total Assets,Total Liabilities,Short-Term Debt,Long-Term Debt,Shareholders’ Equity,Dividends Paid,Number of Outstanding Shares,Guidance/Forecast,Key Performance Indicators (KPIs)
44,CARASSO REAL ESTATE,2024-03-31,104919000.0,8391000.0,2.2,33348000.0,15918000.0,,,,3836633000.0,,,1696418000.0,,,54159000.0,,
45,CARMEL CORP,2024-03-31,181513000.0,10331000.0,2.85,74655000.0,6422000.0,,,,982961000.0,,,822000.0,,,32467500.0,,
46,CARMIT,2024-03-31,,,-0.26,,,,,,,,,,,,5586610.0,,
47,CASTRO,2024-03-31,434627000.0,3909000.0,16.41,231654000.0,20398000.0,,,,2094442000.0,,,104944000.0,,,8552200.0,,
48,CELLCOM,2024-03-31,1143000000.0,7000000.0,1.04,338000000.0,75000000.0,,,,6686000000.0,,,1524000000.0,,,166615008.0,,
49,CIPIA VISION,2024-03-31,,,,,,,,,,,,,,,182434000.0,,
50,CLAL BIOTECH,2024-03-31,,,-0.4,,,,,,,,,,,,156846000.0,,
51,CLAL INSURANCE,2024-03-31,7536000000.0,41000000.0,9.03,,,,,,164765000000.0,,,,,,79523200.0,,
52,COFIX GROUP,2024-03-31,75665000.0,39000.0,-0.13,22892000.0,1875000.0,,,,214917000.0,,,6506000.0,,,31270700.0,,
53,COMPUGEN,2024-03-31,2559000.0,-7267000.0,-0.62,457000.0,-8492000.0,,,,113702000.0,,,,,,93513000.0,,
54,DAN HOTELS,2024-03-31,333855000.0,-3544000.0,0.7,91656000.0,2808000.0,,,,2441150000.0,,,148445000.0,,,115599000.0,,
55,DANYA CEBUS,2024-03-31,1375199000.0,42937000.0,5.44,61762000.0,45177000.0,,,,2691746000.0,,,,,,31510200.0,,
56,DELEK GROUP,2024-03-31,2956000000.0,269000000.0,73.08,1347000000.0,1282000000.0,,,,44698000000.0,,,13292000000.0,,,18288100.0,,
57,DELTA GALIL,2024-03-31,450779000.0,10339000.0,12.82,190499000.0,29281000.0,,,,1819837000.0,,,228467000.0,,,26090200.0,,
58,DELTA BRANDS,2024-03-31,259818000.0,33162000.0,6.35,156205000.0,42751000.0,,,,1163705000.0,,,,,,25021500.0,,
59,DIPLOMAT HOLDINGS,2024-03-31,829988000.0,3854000.0,4.06,175260000.0,27785000.0,,,,1855659000.0,,,118732000.0,,,27437100.0,,
60,DISCOUNT INVESTMENTS,2024-03-31,338000000.0,52000000.0,0.1,260000000.0,232000000.0,,,,29917000000.0,,,10822000000.0,,,141523008.0,,
61,DORSEL HOLDINGS,2024-03-31,21311000.0,7866000.0,2.97,,16038000.0,,,,1134184000.0,,,369786000.0,,,22553500.0,,
62,SHOHAM BUSINESS,2024-03-31,,,0.747,,,,,,,,,,,,37522700.0,,
63,EL AL,2024-03-31,738000000.0,79300000.0,4.6,166700000.0,120100000.0,,,,3695700000.0,,,813500000.0,,,522470016.0,,
64,ELBIT IMAGING,2024-03-31,,,-0.5,,,,,,,,,,,,11143800.0,,
65,ELBIT SYSTEMS,2024-03-31,1553951000.0,73673000.0,27.9,374149000.0,105364000.0,,,,10257507000.0,,,371772000.0,,,44700100.0,,
66,ELCO,2024-03-31,4901599000.0,-41514000.0,-3.91,743423000.0,124155000.0,,,,24833225000.0,,,5235818000.0,,,26931000.0,,
67,ELDAV,2024-03-31,354232000.0,83197000.0,1.28,69978000.0,56007000.0,,,,3308344000.0,,,216934000.0,,,282280000.0,,
68,ELECTRA CONSUMER PRODUCTS,2024-03-31,1759091000.0,18576000.0,3.33,516162000.0,66458000.0,,,,7929768000.0,,,1077556000.0,,,23218000.0,,
69,ELECTRA REAL ESTATE,2024-03-31,-8802000.0,-22929000.0,-5.92,-9548000.0,-11382000.0,,,,780308000.0,,,149975000.0,,,63361200.0,,
70,ELECTREON,2024-03-31,9024000.0,-18895000.0,-6.8,2437000.0,-18032000.0,,,,140461000.0,,,,,,13244100.0,,
71,ELLOMAY,2024-03-31,8243000.0,-3613000.0,-2.43,-375000.0,-3410000.0,,,,666810000.0,,,412250000.0,,,12852600.0,,
72,ELSPEC,2024-03-31,,,0.65,,,,,,,,,,,,19423300.0,,
73,ENERGEAN,2024-03-31,266286000.0,79910000.0,2.42,140018000.0,136609000.0,,,,3291119000.0,,,2590102000.0,,,184280992.0,,
74,ENLIVEX,2024-03-31,0.0,-4140000.0,-2.84,,-3950000.0,,,,31047000.0,,,,,,23651000.0,,
75,EPITOMEE MEDICAL,2024-03-31,,,-0.19,,,,,,,,,,,,29816200.0,,
76,EQUITAL,2024-03-31,891250000.0,196538000.0,15.0,557207000.0,415625000.0,,,,24943189000.0,,,6602923000.0,,,36891000.0,,
77,EVOGENE,2024-03-31,4190000.0,-3863000.0,-11.26,3880000.0,-4086000.0,,,,46780000.0,,,10343000.0,,,6795590.0,,
78,FMS,2024-03-31,35492000.0,13178000.0,18.31,16989000.0,14643000.0,,,,180519000.0,,,,,,9194940.0,,
79,FATAL HOLDINGS,2024-03-31,1402268000.0,-162442000.0,16.88,567401000.0,89764000.0,,,,27100482000.0,,,5557564000.0,,,16463100.0,,
80,FLYING SPARK,2024-03-31,,,-1.432,,,,,,,,,,,,,,
81,FORESIGHT,2024-03-31,101000.0,-1536000.0,-0.08,67000.0,-2909000.0,,,,18563000.0,,,,,,578924032.0,,
82,FORMOLA,2024-03-31,698401000.0,17159000.0,19.84,164215000.0,62585000.0,,,,2808185000.0,,,267894000.0,,,15332700.0,,
83,G CITY,2024-03-31,604000000.0,-509000000.0,0.28,410000000.0,322000000.0,,,,38512000000.0,,,21088000000.0,,,199092000.0,,
84,WILLY FOOD INTERNATIONAL,2024-03-31,136036000.0,18553000.0,5.07,34651000.0,11626000.0,,,,615810000.0,,,,,,13867000.0,,
85,GAV YAM,2024-03-31,195058000.0,68604000.0,2.19,167928000.0,154843000.0,,,,15720757000.0,,,6313019000.0,,,220272992.0,,
86,GEFFEN RESIDENCE & RENEWAL,2024-03-31,,,-0.02,,,,,,,,,,,,218124000.0,,
87,GENCELL,2024-03-31,,,-0.7,,,,,,,,,,,,110827000.0,,
88,GENERATION CAPITAL,2024-03-31,22749000.0,52786000.0,0.07,17249000.0,84097000.0,,,,4231155000.0,,,1672733000.0,,,1269959936.0,,
89,GILAT,2024-03-31,76078000.0,4964000.0,1.71,28054000.0,5391000.0,,,,426068000.0,,,2000000.0,,,57064400.0,,
90,GILAT TELECOM,2024-03-31,15484000.0,-375000.0,0.09,2982000.0,379000.0,,,,45207000.0,,,198000.0,,,86069104.0,,
91,GLOBAL KNAFAIM,2024-03-31,,,0.15,,,,,,,,,,,,162060992.0,,
92,GLOBRANDS,2024-03-31,196640000.0,17028000.0,58.54,59068000.0,26205000.0,,,,396745000.0,,,9143000.0,,,1229000.0,,
93,GOLDEN HOUSE,2024-03-31,11915000.0,6407000.0,0.27,7202000.0,3955000.0,,,,611240000.0,,,119123000.0,,,15516600.0,,
94,GRACE BREEDING,2024-03-31,,,,,,,,,,,,,,,,,
95,GROUP 107,2024-03-31,,,-0.715,,,,,,,,,,,,17348800.0,,
96,HAGAG,2024-03-31,85113000.0,2987000.0,1.35,29948000.0,22524000.0,,,,3695728000.0,,,645476000.0,,,62036800.0,,
97,HAMASHBIR 365,2024-03-31,,,0.104,,,,,,,,,,,,174850000.0,,
98,HAMAT,2024-03-31,201456000.0,4358000.0,0.28,84255000.0,2604000.0,,,,1503491000.0,,,58807000.0,,,36643800.0,,
99,HIGHCON SYSTEMS,2024-03-31,,,-2.45,,,,,,,,,,,,21881800.0,,
100,HILAN,2024-03-31,709204000.0,57850000.0,10.49,153635000.0,77354000.0,,,,2308144000.0,,,40000000.0,,,22947700.0,,
101,HIPER GLOBAL,2024-03-31,85842000.0,5025000.0,1.27,13822000.0,7769000.0,,,,172468000.0,,,6083000.0,,,47119300.0,,
102,HIVE 2040 PARTICIPATION UNIT,2024-03-31,,,,,,,,,,,,,,,3209900.0,,
103,HOLMES PLACE,2024-03-31,128612000.0,14716000.0,0.51,32648000.0,20883000.0,,,,1298031000.0,,,38791000.0,,,91790000.0,,
104,HOMEBIOGAS,2024-03-31,,,-1.52,,,,,,,,,,,,24045400.0,,
105,HUMAN XT,2024-03-31,,,-0.86,,,,,,,,,,,,26756000.0,,
106,IDENTI,2024-03-31,,,-18.781,,,,,,,,,,,,12603000.0,,
107,IDOMOO,2024-03-31,,,-1.91,,,,,,,,,,,,12726800.0,,
108,ILEX MEDICAL,2024-03-31,239949000.0,13922000.0,4.09,56886000.0,17544000.0,,,,999480000.0,,,207000.0,,,11188100.0,,
109,INROM CONSTRUCTION INDUSTRIES,2024-03-31,188006000.0,23496000.0,0.75,47919000.0,-7469000.0,,,,1641678000.0,,,51200000.0,,,148350000.0,,
110,INTERCURE,2024-03-31,,,-1.44,,,,,,,,,,,,47162700.0,,
111,PETROCHEMICAL,2024-03-31,,,,,,,,,,,,,,,100268000.0,,
112,ISRAEL SHIPYARD,2024-03-31,269582000.0,11253000.0,2.62,34878000.0,6145000.0,,,,1706327000.0,,,136082000.0,,,25000000.0,,
113,ISRAIR GROUP,2024-03-31,64681000.0,-2908000.0,0.31,9718000.0,-323000.0,,,,323155000.0,,,57530000.0,,,261399008.0,,
114,ISROTEL,2024-03-31,322617000.0,27758000.0,5.39,86528000.0,42191000.0,,,,4290034000.0,,,333201000.0,,,59582300.0,,
115,ISSTA,2024-03-31,54669000.0,11188000.0,5.73,38148000.0,6305000.0,,,,3675562000.0,,,951411000.0,,,17275700.0,,
116,JUNGO,2024-03-31,,,,,,,,,,,,,,,10200600.0,,
117,KADIMASTEM,2024-03-31,,,-6.34,,,,,,,,,,,,4193690.0,,
118,KAFRIT,2024-03-31,330145000.0,16911000.0,2.92,76542000.0,31618000.0,,,,1217964000.0,,,136558000.0,,,24037200.0,,
119,KAMADA,2024-03-31,37736000.0,2365000.0,0.97,16751000.0,4039000.0,,,,343174000.0,,,,,,57505000.0,,
120,KENON,2024-03-31,174000000.0,8000000.0,1.21,37000000.0,6000000.0,,,,4053000000.0,,,1381000000.0,,,52150200.0,,
121,KEYSTONE INFRA,2024-03-31,213000.0,47555000.0,1.1,-7847000.0,-13711000.0,,,,3339142000.0,,,809954000.0,,,187192000.0,,
122,KLIL,2024-03-31,75593000.0,3089000.0,2.97,13440000.0,2098000.0,,,,471972000.0,,,,,,2219350.0,,
123,LAHAV,2024-03-31,99085000.0,4362000.0,0.61,15087000.0,7367000.0,,,,2194603000.0,,,725655000.0,,,267534000.0,,
124,LESICO,2024-03-31,,,-0.137,,,,,,,,,,,,50943400.0,,
125,LIBRA,2024-03-31,,,-0.024,,,,,,,,,,,,45222300.0,,
126,LINEAGE THERAPY,2024-03-31,1444000.0,-6542000.0,-0.35,1346000.0,-6661000.0,,,,108483000.0,,,,,,228356000.0,,
127,LIVEPERSON,2024-03-31,85149000.0,-35631000.0,-5.88,55686000.0,-27207000.0,,,,724688000.0,,,512076000.0,,,91314000.0,,
128,MLRN,2024-03-31,,,1.434,,,,,,,,,,,,29790700.0,,
129,MAGIC,2024-03-31,130720000.0,8797000.0,2.92,36699000.0,14732000.0,,,,536517000.0,,,41628000.0,,,49099300.0,,
130,MATRICELF,2024-03-31,,,,,,,,,,,,,,,16157900.0,,
131,MATRIX,2024-03-31,1453713000.0,68646000.0,4.29,207143000.0,110678000.0,,,,4089478000.0,,,399679000.0,,,63611000.0,,
132,MAX STOCK,2024-03-31,313219000.0,25934000.0,0.78,132541000.0,42837000.0,,,,1167308000.0,,,19109000.0,,,139507008.0,,
133,MAYTRONICS,2024-03-31,455962000.0,38580000.0,-0.31,177351000.0,60309000.0,,,,2411844000.0,,,209060000.0,,,109742000.0,,
134,MEHADRIN,2024-03-31,354625000.0,8775000.0,-22.79,21698000.0,9971000.0,,,,1328066000.0,,,18450000.0,,,3442350.0,,
135,MELISRON,2024-03-31,461000000.0,244000000.0,32.23,357000000.0,338000000.0,,,,28745000000.0,,,11438000000.0,,,47583800.0,,
136,MENDELSON INFRASTRUCTURE,2024-03-31,240763000.0,11126000.0,1.21,66174000.0,19580000.0,,,,971259000.0,,,64351000.0,,,39620100.0,,
137,MICRONET,2024-03-31,,,-0.9,,,,,,,,,,,,9379460.0,,
138,MIRLAND DEVELOPMENT CORPORATION,2024-03-31,,,,,,,,,,,,,,,9434300.0,,
139,MIZRAHI TEFAHOT,2024-03-31,3598000000.0,1272000000.0,21.02,,,,,,450683000000.0,,,,,,259168992.0,,
140,SPUNTECH,2024-03-31,192531000.0,14806000.0,0.22,40171000.0,22154000.0,,,,642985000.0,,,58645000.0,,,66413700.0,,
141,NICE,2024-03-31,659309000.0,106373000.0,26.36,436640000.0,121439000.0,,,,5046578000.0,,,457505000.0,,,63249800.0,,
142,NAPHTHA,2024-03-31,569081000.0,190400000.0,3.55,349865000.0,229423000.0,,,,6216187000.0,,,1060285000.0,,,94689400.0,,
143,NAYAX,2024-03-31,63962000.0,-4956000.0,-0.61,27987000.0,-2517000.0,,,,403878000.0,,,31077000.0,,,36725800.0,,
144,NETANEL GROUP,2024-03-31,27284000.0,-3070000.0,-0.34,7670000.0,972000.0,,,,1491713000.0,,,339505000.0,,,28226300.0,,
145,NETANEL MENIVIM,2024-03-31,,,,,,,,,,,,,,,44084400.0,,
146,NEXTFERM,2024-03-31,,,-0.39,,,,,,,,,,,,6261610.0,,
147,NEXTAGE,2024-03-31,,,-0.1,,,,,,,,,,,,33697200.0,,
148,NEXTCOM,2024-03-31,96117000.0,2486000.0,0.61,10041000.0,4255000.0,,,,365116000.0,,,83606000.0,,,14290900.0,,
149,NEXTGEN,2024-03-31,,,-0.58,,,,,,,,,,,,7263380.0,,
150,NISSAN,2024-03-31,192531000.0,9004000.0,0.87,40171000.0,21963000.0,,,,708645000.0,,,58645000.0,,,9083520.0,,
151,NOVA,2024-03-31,141798000.0,36860000.0,22.4,83261000.0,37220000.0,,,,1189572000.0,,,,,,29279000.0,,
152,NOVOLOG,2024-03-31,438049000.0,12002000.0,0.08,48282000.0,20707000.0,,,,2779303000.0,,,0.0,,,510841984.0,,
153,NUR,2024-03-31,,,,,,,,,,,,,,,5573000.0,,
154,OPC ENERGY,2024-03-31,638000000.0,18000000.0,0.46,134000000.0,5000000.0,,,,12580000000.0,,,5083000000.0,,,255720992.0,,
155,OPKO HEALTH,2024-03-31,173686000.0,-81836000.0,-0.31,42069000.0,-71472000.0,,,,1974016000.0,,,327144000.0,,,792988032.0,,
156,ORAD,2024-03-31,,,0.054,,,,,,,,,,,,93305800.0,,
157,ORAMED PHARM,2024-03-31,0.0,1536000.0,-1.87,,-2962000.0,,,,203652000.0,,,,,,40850500.0,,
158,ORMAT TECHNOLOGY,2024-03-31,224166000.0,38587000.0,7.95,78810000.0,52583000.0,,,,5516844000.0,,,2037155000.0,,,60610100.0,,
159,OVERSEAS,2024-03-31,,,0.419,,,,,,,,,,,,55011500.0,,
160,PALRAM,2024-03-31,434604000.0,56755000.0,9.01,175391000.0,69945000.0,,,,1787604000.0,,,0.0,,,25725500.0,,
161,PARTNER,2024-03-31,845000000.0,55000000.0,1.48,202000000.0,79000000.0,,,,4827000000.0,,,945000000.0,,,186418000.0,,
162,PENINSULA GROUP,2024-03-31,26934000.0,10070000.0,0.23,,,,,,1299052000.0,,,,,,222411008.0,,
163,PERION NETWORK,2024-03-31,157820000.0,11768000.0,0.97,48716000.0,8505000.0,,,,1006451000.0,,,,,,45037200.0,,
164,PHOTOMYNE,2024-03-31,,,-2.51,,,,,,,,,,,,2665660.0,,
165,PLASTO CARGAL,2024-03-31,,,-0.733,,,,,,,,,,,,4391020.0,,
166,POMVOM,2024-03-31,,,-1.045,,,,,,,,,,,,28880600.0,,
167,PRASHKOVSKY,2024-03-31,122287000.0,-4438000.0,10.01,37668000.0,24036000.0,,,,5060361000.0,,,875739000.0,,,21068600.0,,
168,PRIORTECH,2024-03-31,196000.0,7266000.0,10.87,,-278000.0,,,,314027000.0,,,64630000.0,,,11691000.0,,
169,PROPDO,2024-03-31,,,,,,,,,,,,,,,5736150.0,,
170,PULSENMORE,2024-03-31,,,-0.72,,,,,,,,,,,,50477700.0,,
171,PURPLE BIOTECH,2024-03-31,0.0,-3762000.0,-0.97,,-4466000.0,,,,39863000.0,,,,,,529640000.0,,
172,QUALITAU,2024-03-31,,,11.75,,,,,,,,,,,,4365160.0,,
173,QUICKLIZARD,2024-03-31,,,-6.895,,,,,,,,,,,,3729070.0,,
174,RSL,2024-03-31,,,0.026,,,,,,,,,,,,10122700.0,,
175,RANI ZIM,2024-03-31,31896000.0,-20628000.0,0.47,24651000.0,14203000.0,,,,2901053000.0,,,1146899000.0,,,174942000.0,,
176,RAVAD,2024-03-31,,,-0.137,,,,,,,,,,,,26170800.0,,
177,RAVAL,2024-03-31,55296000.0,95000.0,0.22,10527000.0,1382000.0,,,,217885000.0,,,16057000.0,,,82033600.0,,
178,RAY TLV GROUP,2024-03-31,,,,,,,,,,,,,,,7565300.0,,
179,RAZOR LABS,2024-03-31,,,-0.39,,,,,,,,,,,,39360400.0,,
180,REIT 1,2024-03-31,100432000.0,52820000.0,1.5,94421000.0,79587000.0,,,,8172160000.0,,,2900156000.0,,,194824000.0,,
181,REKAH,2024-03-31,89672000.0,1200000.0,0.54,22936000.0,2981000.0,,,,482915000.0,,,102386000.0,,,11414600.0,,
182,RETAILORS,2024-03-31,449398000.0,15551000.0,2.31,230629000.0,34286000.0,,,,2814963000.0,,,112500000.0,,,48564800.0,,
183,RIMONI,2024-03-31,48187000.0,10432000.0,4.91,14672000.0,10788000.0,,,,231994000.0,,,,,,8404000.0,,
184,STG,2024-03-31,80218000.0,46900000.0,0.758,60611000.0,51855000.0,,,,4595973000.0,,,430516000.0,,,4789390.0,,
185,SAPIENS,2024-03-31,134249000.0,17360000.0,5.03,57560000.0,20522000.0,,,,683799000.0,,,19756000.0,,,55887200.0,,
186,SARINE TECHNOLOGIES,2024-03-31,15129000.0,2189000.0,-1.05,5610000.0,2070000.0,,,,125142000.0,,,12547000.0,,,13007600.0,,
187,SAVERONE,2024-03-31,,,-0.3,,,,,,,,,,,,741152000.0,,
188,SAVOREAT,2024-03-31,,,-6.798,,,,,,,,,,,,2193290.0,,
189,SCODIX,2024-03-31,,,-1.396,,,,,,,,,,,,30037500.0,,
190,SELLA REAL ESTATE,2024-03-31,89700000.0,50000000.0,0.95,81300000.0,71700000.0,,,,5711265000.0,,,2721195000.0,,,223128992.0,,
191,SHAGRIR,2024-03-31,89223000.0,5038000.0,1.34,20911000.0,7249000.0,,,,470117000.0,,,73140000.0,,,10398500.0,,
192,SHAPIR ENGINEERING,2024-03-31,1121000000.0,31000000.0,0.49,136000000.0,60000000.0,,,,15114000000.0,,,6450000000.0,,,357436000.0,,
193,SHUFERSAL,2024-03-31,3786000000.0,88000000.0,2.47,1027000000.0,165000000.0,,,,15197000000.0,,,2020000000.0,,,266470000.0,,
194,SKYLINE,2024-03-31,21882000.0,-7658000.0,-8.48,47000.0,-5453000.0,,,,626855000.0,,,266832000.0,,,16700500.0,,
195,SOLAER,2024-03-31,9635000.0,-10597000.0,-3.19,5929000.0,-7098000.0,,,,1324441000.0,,,776509000.0,,,16412100.0,,
196,SONOVIA,2024-03-31,,,-0.092,,,,,,,,,,,,,,
197,SPEEDVALUE,2024-03-31,,,0.065,,,,,,,,,,,,15321400.0,,
198,SPRING,2024-03-31,,,6.25,,,,,,,,,,,,8419880.0,,
199,STRAUSS GROUP,2024-03-31,1726000000.0,51000000.0,5.35,565000000.0,83000000.0,,,,8654000000.0,,,1778000000.0,,,116577000.0,,
200,TADIRAN GROUP,2024-03-31,372063000.0,9193000.0,1.78,68902000.0,17154000.0,,,,1607870000.0,,,227722000.0,,,8586000.0,,
201,TAMAR PETROLIUM,2024-03-31,80773000.0,16306000.0,2.57,31123000.0,29819000.0,,,,1215402000.0,,,670879000.0,,,88644496.0,,
202,TECTONA,2024-03-31,,,-0.539,,,,,,,,,,,,18959700.0,,
203,TEFRON,2024-03-31,75580000.0,4306000.0,4.4,17909000.0,7351000.0,,,,144349000.0,,,7286000.0,,,12802000.0,,
204,TERMINAL X,2024-03-31,109158000.0,4500000.0,0.2,47015000.0,4398000.0,,,,522452000.0,,,40000000.0,,,127005000.0,,
205,TEUZA,2024-03-31,,,-0.11,,,,,,,,,,,,113940000.0,,
206,TIGI,2024-03-31,,,,,,,,,,,,,,,6385600.0,,
207,TOGETHER,2024-03-31,,,-0.223,,,,,,,,,,,,13791000.0,,
208,TONDO SMART,2024-03-31,,,,,,,,,,,,,,,12423700.0,,
209,TOWER,2024-03-31,327238000.0,44634000.0,7.21,72606000.0,33985000.0,,,,2976915000.0,,,151699000.0,,,111757000.0,,
210,TRUCKNET,2024-03-31,,,,,,,,,,,,,,,19101700.0,,
211,TURBOGEN,2024-03-31,,,,,,,,,,,,,,,15002400.0,,
212,UMH,2024-03-31,57680000.0,-1591000.0,0.12,31027000.0,9272000.0,,,,1416439000.0,,,671581000.0,,,82556600.0,,
213,UTRON,2024-03-31,,,0.053,,,,,,,,,,,,20566200.0,,
214,VERIDIS,2024-03-31,664333000.0,-35251000.0,-0.13,50101000.0,-10330000.0,,,,5613321000.0,,,1950637000.0,,,145164992.0,,
215,VICTORY,2024-03-31,617332000.0,11359000.0,3.06,162275000.0,24054000.0,,,,2164423000.0,,,25735000.0,,,14180000.0,,
216,VISION SIGMA,2024-03-31,,,30.38,,,,,,,,,,,,1642180.0,,
217,VITANIA,2024-03-31,55845000.0,9596000.0,1.99,26099000.0,20739000.0,,,,2767797000.0,,,917474000.0,,,47073200.0,,
